source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,Unnamed: 12,Unnamed: 13,db_double_checked,Unnamed: 15,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
112,S400-113,SCOPUS_ID:84958244588,10.1016/j.ypmed.2016.01.022,Triglyceride-glucose index (TyG index) in comparison with fasting plasma glucose improved diabetes prediction in patients with normal fasting glucose: The Vascular-Metabolic CUN cohort,Preventive Medicine,"['Glucose', 'Insulin resistance', 'Prevention', 'Risk factor', 'Triglycerides', 'Type 2 diabetes']",False,,False,,,,,,,True,0.06,False,no,0.0,0.99,1809,50,7.5978e-05,253.72049998259172,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-o79wOkmgZkWRL44wo901,,1d16b25dcca8,2026-09-19T18:39:51+00:00
113,S400-114,SCOPUS_ID:0030829999,10.2105/AJPH.87.9.1515,Mortality in Chicago attributed to the July 1995 heat wave,American Journal Of Public Health,[],False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1516,50,6.3672e-05,265.66604198887944,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-3cqKKpLYdzPIp9L0hW4k,,1d16b25dcca8,2026-09-19T18:39:51+00:00
114,S400-115,SCOPUS_ID:0026563526,10.1093/oxfordjournals.aje.a116270,Cigarette smoking and the risk of anogenital cancer,American Journal Of Epidemiology,"['Anus neoplasms', 'Cervix neoplasms', 'Papillomaviruses', 'Penile neoplasms', 'Smoking', 'Vaginal neoplasms', 'Vulval neoplasms']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1655,50,6.951e-05,329.18466700357385,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-9zzY8sUgY4PAWNamIAD4,,1d16b25dcca8,2026-09-19T18:39:51+00:00
115,S400-116,SCOPUS_ID:85086524875,10.1093/eurpub/ckz155,Training community health nurses to measure parent-child interaction: A mixed-methods study,European Journal Of Public Health,[],True,,True,,,,,,,True,0.5,True,yes,0.59,0.18,1760,50,7.392e-05,311.3079160102643,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-ZZBFltn9jHaXJq4WdFdW,,1d16b25dcca8,2026-09-19T18:39:51+00:00
116,S400-117,SCOPUS_ID:84942772548,10.1097/EDE.0000000000000301,Obesity and Risk of Infection: Results from the Danish Blood Donor Study,Epidemiology,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1810,50,7.602e-05,306.96029198588803,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-CPdHO6FUe0CfVaclIDn4,,1d16b25dcca8,2026-09-19T18:39:51+00:00
117,S400-118,SCOPUS_ID:34447123255,10.1093/aje/kwk119,Reproducibility and validity of the Shanghai Men's Health Study physical activity questionnaire,American Journal Of Epidemiology,"['Exercise', 'Questionnaires', 'Reproducibility of results', 'Validation studies']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1758,50,7.3836e-05,345.95229200203903,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-im60EwFPKVqfJSkQh2og,,1d16b25dcca8,2026-09-19T18:39:51+00:00
118,S400-119,SCOPUS_ID:50849090269,10.1016/j.amepre.2008.06.039,We Are What We Do. Research Outputs of Public Health,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.08,False,no,0.0,0.99,1931,50,8.1102e-05,279.6744579973165,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-fvaWOX6jZIRJ4S915ZDL,,1d16b25dcca8,2026-09-19T18:39:51+00:00
119,S400-120,SCOPUS_ID:78650915630,10.1136/jech.2009.097592,The influence of social capital on health in eight former Soviet countries: Why does it differ?,Journal Of Epidemiology And Community Health,[],True,,True,,,,,,,True,0.91,True,yes,0.99,0.99,1626,50,6.8292e-05,322.2185829945374,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-AqrzVJ4KMgrqdBRLX8Mn,,1d16b25dcca8,2026-09-19T18:39:51+00:00
120,S400-121,SCOPUS_ID:85066855164,10.1093/eurpub/cky240,Gender differences in common mental disorders: A comparison of social risk factors across four European welfare regimes,European Journal Of Public Health,[],False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1657,50,6.9594e-05,348.14854100113735,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-COl58XfHgLbhj6Vbijw5,,1d16b25dcca8,2026-09-19T18:39:51+00:00
121,S400-122,SCOPUS_ID:12344250773,10.1093/ije/dyh215,Household water source and the risk of childhood brain tumours: Results of the SEARCH International Brain Tumor Study,International Journal Of Epidemiology,"['Childhood brain tumours', 'Drinking water', 'Environmental exposures', 'Nitrates', 'Nitrites']",True,marginal,False,closer observation only?,!!!,,,False,,True,0.35,False,no,0.38,0.24,1739,50,7.3038e-05,299.00254201493226,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-COlnMRG1DgN254zbS9d6,,1d16b25dcca8,2026-09-19T18:39:51+00:00
122,S400-123,SCOPUS_ID:85068683010,10.2105/AJPH.2019.305150,Potential impact of 2020 US decennial census data collection on disaster preparedness and population mental health,American Journal Of Public Health,[],True,non-emperical,True,,,,,,,True,0.43,False,no,0.36,0.27,1540,50,6.468e-05,309.52395900385454,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-0YsDeJvVJKXMPFCYDlx2,,1d16b25dcca8,2026-09-19T18:39:51+00:00
123,S400-124,SCOPUS_ID:85107081723,10.1093/ije/dyaa220,Categories and health impacts of intimate partner violence in the World Health Organization multi-country study on women’s health and domestic violence,International Journal Of Epidemiology,"['combined abuse/ violence', 'emotional abuse/ violence', 'health', 'Intimate partner violence (IPV)', 'measurement', 'physical abuse/ violence', 'psychological abuse/ violence', 'sexual abuse/ violence']",True,,True,,,,,,,True,0.76,True,yes,0.88,0.76,1768,50,7.4256e-05,262.0844589837361,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-5lSTmFeAeVaL7GsQHijK,,1d16b25dcca8,2026-09-19T18:39:51+00:00
124,S400-125,SCOPUS_ID:84884940749,10.1093/aje/kwt093,Increased asthma risk and asthma-related health care complications associated with childhood obesity,American Journal Of Epidemiology,"['asthma', 'body mass index', 'cohort studies', 'obesity', 'overweight', 'severe asthma']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1753,50,7.3626e-05,265.4923329828307,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-6UkM8tg0tNVnyt3hKQ4W,,1d16b25dcca8,2026-09-19T18:39:51+00:00
125,S400-126,SCOPUS_ID:7244228050,10.1007/s10654-004-5760-z,Serum carotenoids and vitamins in relation to markers of endothelial,European Journal Of Epidemiology,"['Carotenoids', 'Endothelial function', 'Humans', 'Inflammation', 'Vitamins']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1852,50,7.7784e-05,268.2529999874532,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-aVnKzgjc1zaKGsykuCIj,,1d16b25dcca8,2026-09-19T18:39:51+00:00
126,S400-127,SCOPUS_ID:27144491868,10.1093/ije/dyi069,Covariance components models for longitudinal family data,International Journal Of Epidemiology,"['Bayesian', 'Family studies', 'Genetic epidemiology', 'Gibbs sampling', 'Longitudinal', 'MCMC']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1691,50,7.1022e-05,278.73308400739916,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-viBEy32bv9po4p4FGIBq,,1d16b25dcca8,2026-09-19T18:39:51+00:00
127,S400-128,SCOPUS_ID:85092529671,10.2105/AJPH.2020.305827,HPV vaccine searches on pinterest: Before and after pinterest's actions to moderate content,American Journal Of Public Health,[],False,,False,,,,,,,True,0.09,False,no,0.01,0.99,1586,50,6.6612e-05,275.23775000008754,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-r8rkIPyL6207Eh957ADs,,1d16b25dcca8,2026-09-19T18:39:51+00:00
128,S400-129,SCOPUS_ID:0027338509,10.1093/ije/22.5.917,A community-based randomized trial of home-made oral rehydration therapies,International Journal Of Epidemiology,[],False,borderline,False,,,,,,,True,0.12,False,no,0.02,0.95,1691,50,7.1022e-05,303.3771250047721,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-5ooGkbGGlu94xjUXpJNm,,1d16b25dcca8,2026-09-19T18:39:51+00:00
129,S400-130,SCOPUS_ID:84900298398,10.1093/aje/kwu029,"Age, period, and cohort effects in psychological distress in the United States and Canada",American Journal Of Epidemiology,"['age-period-cohort effects', 'anxiety', 'Canada', 'Canadian Community Health Surveys', 'depression', 'National Health Interview Surveys', 'psychological distress', 'United States']",False,,False,,,,,,,True,0.1,False,no,0.02,0.96,1796,50,7.5432e-05,309.5853750128299,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-zH9a7kVWRkXJDXqsRMTc,,1d16b25dcca8,2026-09-19T18:39:51+00:00
130,S400-131,SCOPUS_ID:0034804759,10.1093/eurpub/11.3.257,Aids and contraception: Unanticipated effects of AIDS prevention campaigns,European Journal Of Public Health,"['AIDS', 'Contraception', 'Prevention campaigns']",False,,False,,,,,,,True,0.2,False,no,0.1,0.8,1510,50,6.342e-05,303.30525001045316,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-JNWctcIzb3DmYfW0lfqS,,1d16b25dcca8,2026-09-19T18:39:52+00:00
131,S400-132,SCOPUS_ID:42049099245,10.1093/aje/kwm394,Associations of the local food environment with diet quality - A comparison of assessments based on surveys and geographic information systems,American Journal Of Epidemiology,"['Diet', 'Food', 'Residence characteristics', 'Social class']",True,,True,,,,,,,True,0.74,True,yes,0.91,0.82,1738,50,7.2996e-05,267.57658302085474,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-jHYRY3NtpNtAUO2dkfoj,,1d16b25dcca8,2026-09-19T18:39:52+00:00
132,S400-133,SCOPUS_ID:84905645636,10.1093/ije/dyu091,Weight status in young adulthood and survival after cardiovascular diseases and cancer,International Journal Of Epidemiology,"['Cancer', 'Cardiovascular diseases', 'Fatality', 'Mortality', 'Overweight']",True,,False,"I was not sure for this one, they mainly say important public health issue?",!!!,,,True,"I agree, let's put TRUE",True,0.85,True,yes,0.95,0.91,1894,50,7.9548e-05,438.0642079922836,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-WlIO0n5bxTfDzJYujQrd,,1d16b25dcca8,2026-09-19T18:39:52+00:00
133,S400-134,SCOPUS_ID:23844439274,10.1136/jech.2004.031674,Oil combustion and childhood cancers,Journal Of Epidemiology And Community Health,[],False,,False,,,,,,,True,0.05,False,no,0.0,0.99,1761,50,7.3962e-05,256.36133301304653,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-T5HmrbdO1iRKIJ6sVsV8,,1d16b25dcca8,2026-09-19T18:39:52+00:00
134,S400-135,SCOPUS_ID:0028596030,10.1093/ije/23.6.1262,Pattern of drug use in a general population—prevalence and predicting factors: The tromsø study,International Journal Of Epidemiology,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1845,50,7.749e-05,395.16320801340044,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-MrEs3BdaEML20jA8Cihn,,1d16b25dcca8,2026-09-19T18:39:52+00:00
135,S400-136,SCOPUS_ID:0000517489,10.1093/eurpub/5.3.215,Dilemmas in sickness certification among Swedish physicians,European Journal Of Public Health,"['Critical incident technique', 'Physicians', 'Sickness certification', 'Sickness insurance system']",True,,True,,,,,,,True,0.93,True,yes,1.0,0.99,1642,50,6.8964e-05,914.5363749994431,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-Zwr3kYmRCPcTFw1h5QGe,,1d16b25dcca8,2026-09-19T18:39:52+00:00
136,S400-137,SCOPUS_ID:84941347345,10.2105/AJPH.2015.302751,Public support for family smoking prevention and tobacco control act point-of-sale provisions: Results of a national study,American Journal Of Public Health,[],True,,True,,,,,,,True,0.97,True,yes,1.0,1.0,1599,50,6.7158e-05,223.03579200524837,1,typesafe/jev-1.13-20260917,gen-dec-1789843191-529BZp3zqH1jpUM3XvYl,,1d16b25dcca8,2026-09-19T18:39:52+00:00
137,S400-138,SCOPUS_ID:78650896445,10.2105/AJPH.2009.184895,Health care capacity and allocations among South Africa's provinces: Infrastructure-inequality traps after the end of apartheid,American Journal Of Public Health,[],False,,False,,,,,,,True,0.21,False,no,0.09,0.81,1668,50,7.0056e-05,240.79162502312101,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-TwQICuodOf1xsFN4XaR0,,1d16b25dcca8,2026-09-19T18:39:52+00:00
138,S400-139,SCOPUS_ID:84939491186,10.1093/eurpub/cku158,Information preferences of the general population when faced with life-limiting illness,European Journal Of Public Health,[],True,,True,,,,,,,True,0.78,True,yes,0.94,0.87,1673,50,7.0266e-05,271.5061250200961,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-O013wfUbx8e6LRNSZ1wa,,1d16b25dcca8,2026-09-19T18:39:52+00:00
139,S400-140,SCOPUS_ID:84957435170,10.1097/EDE.0000000000000417,Amyotrophic lateral sclerosis and the military: A population-based study in the danish registries,Epidemiology,[],False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1722,50,7.2324e-05,336.54124999884516,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-w1l4NZmu2HSxs1AMExX9,,1d16b25dcca8,2026-09-19T18:39:52+00:00
140,S400-141,SCOPUS_ID:68849109738,10.2105/AJPH.2007.127886,Changes in cigarette use and nicotine dependence in the United States: Evidence from the 2001-2002 wave of the national epidemiologic survey of alcoholism and related conditions,American Journal Of Public Health,[],True,,True,,,,,,,True,0.8,True,yes,0.93,0.86,1542,50,6.4764e-05,269.9882089800667,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-bWkkD1SewW9xX6Spn587,,1d16b25dcca8,2026-09-19T18:39:52+00:00
141,S400-142,SCOPUS_ID:0346725916,10.1136/jech.58.1.71,Neighbourhood deprivation and incidence of coronary heart disease: A multilevel study of 2.6 million women and men in Sweden,Journal Of Epidemiology And Community Health,[],True,,True,,,,,,,True,0.88,True,yes,0.98,0.96,1647,50,6.9174e-05,257.9208329843823,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-J3noPQfp3jSZY1MmELuE,,1d16b25dcca8,2026-09-19T18:39:52+00:00
142,S400-143,SCOPUS_ID:37349111038,10.1097/EDE.0b013e31815be01c,Nested randomized trials in large cohorts and biobanks: Studying the health effects of lifestyle factors,Epidemiology,[],False,,False,,,,,,,True,0.1,False,no,0.02,0.96,1691,50,7.1022e-05,296.3014999986626,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-0cPgmvnRurSUpzEJbMV7,,1d16b25dcca8,2026-09-19T18:39:52+00:00
143,S400-144,SCOPUS_ID:0037371014,10.2105/AJPH.93.3.447,Disparities in trends of hospitalization for potentially preventable chronic conditions among African Americans during the 1990s: Implications and benchmarks,American Journal Of Public Health,[],False,,False,,,,,,,True,0.12,False,no,0.03,0.94,1527,50,6.4134e-05,295.74054200202227,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-kS82zDqmz1sejx7JYiPs,,1d16b25dcca8,2026-09-19T18:39:52+00:00
144,S400-145,SCOPUS_ID:77149160365,10.1016/j.ypmed.2009.12.008,Telephone intervention promoting weight-related health behaviors,Preventive Medicine,"['Fruit and vegetable consumption', 'Physical activity', 'Telephone intervention', 'Weight management', 'Worksite behavioral medicine']",True,,True,,,,,,,True,0.08,False,no,0.01,0.99,1632,50,6.8544e-05,294.70049997325987,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-jId58QZtT8z7iqQeODce,,1d16b25dcca8,2026-09-19T18:39:52+00:00
145,S400-146,SCOPUS_ID:0031695431,10.1016/S0749-3797(98)00056-7,The wisconsin firearm-related injury surveillance system,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.16,False,no,0.07,0.87,1672,50,7.0224e-05,322.9029589856509,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-xuLvrRYmFDz7uSG62O6p,,1d16b25dcca8,2026-09-19T18:39:52+00:00
146,S400-147,SCOPUS_ID:0031951803,10.1016/S0749-3797(97)00018-4,Work organization and atherosclerosis: Findings from the ARIC study,American Journal Of Preventive Medicine,"['Atherosclerosis', 'Cardiovascular disease', 'Occupational health', 'Socioeconomic factors', 'Stress', 'Stressful events']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1641,50,6.8922e-05,347.1929159713909,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-6PtevjPAQqNdmavk87sO,,1d16b25dcca8,2026-09-19T18:39:52+00:00
147,S400-148,SCOPUS_ID:85008455048,10.1016/j.amepre.2016.10.039,Sexual Orientation and Sleep in the U.S.: A National Profile,American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.94,True,yes,1.0,1.0,1669,50,7.0098e-05,297.65266698086634,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-acxN5p4ByT3QmzFSLxwH,,1d16b25dcca8,2026-09-19T18:39:52+00:00
148,S400-149,SCOPUS_ID:0028268490,10.1093/oxfordjournals.aje.a117048,"Air pollution and hospital admissions for the elderly in Birmingham, Alabama",American Journal Of Epidemiology,"['Air pollutants', 'Hospital admissions', 'Inhalable particles', 'Lung diseases', 'Ozone']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1791,50,7.5222e-05,296.57787500764243,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-tEiM2liOMiyS62DpOBGg,,1d16b25dcca8,2026-09-19T18:39:52+00:00
149,S400-150,SCOPUS_ID:78650474664,10.1093/aje/kwq334,Relation of children's dietary reporting accuracy to cognitive ability,American Journal Of Epidemiology,"['bias (epidemiology)', 'child', 'diet surveys', 'intelligence', 'mental recall']",False,,False,,,,,,,True,0.05,False,no,0.0,0.99,1614,50,6.7788e-05,284.56145798554644,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-pWh5HYg7KdWgAv305H9x,,1d16b25dcca8,2026-09-19T18:39:52+00:00
150,S400-151,SCOPUS_ID:0030999126,10.1006/pmed.1996.9996,Nutrition guidance by primary-care physicians: LISREL analysis improves understanding,Preventive Medicine,"['determinants', 'LISREL', 'mechanism of action', 'nutrition guidance', 'primary-care physician']",False,,False,,,,,,,True,0.9,True,yes,0.98,0.97,1637,50,6.8754e-05,325.2501669921912,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-mUd6us5SXfIamgWaZXjG,,1d16b25dcca8,2026-09-19T18:39:52+00:00
151,S400-152,SCOPUS_ID:84994182287,10.1016/j.amepre.2016.08.027,"Deaths Due to Use of Lethal Force by Law Enforcement: Findings From the National Violent Death Reporting System, 17 U.S. States, 2009–2012",American Journal Of Preventive Medicine,[],True,,True,,,,,,,True,0.84,True,yes,0.95,0.91,1739,50,7.3038e-05,376.24329200480133,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-DjDSa2xiqzqFlfCU664O,,1d16b25dcca8,2026-09-19T18:39:52+00:00
152,S400-153,SCOPUS_ID:0029994448,10.1097/00001648-199607000-00004,Acetaminophen and renal and bladder cancer,Epidemiology,"['acetaminophen', 'bladder cancer', 'case-control study', 'renal cancer']",False,,False,,,,,,,True,0.02,False,no,0.0,1.0,1599,50,6.7158e-05,271.3910409947857,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-eyFXlmfxiGOaRXxbBZ3O,,1d16b25dcca8,2026-09-19T18:39:52+00:00
153,S400-154,SCOPUS_ID:85147186589,10.1097/EDE.0000000000001578,Performance of Multiple Imputation Using Modern Machine Learning Methods in Electronic Health Records Data,Epidemiology,"['Chained equations', 'Denoising autoencoders', 'Electronic health records', 'Missing data', 'Multiple imputation', 'Plasmode simulation', 'Random forests']",False,,False,,,,,,,True,0.05,False,no,0.0,1.0,1710,50,7.182e-05,321.0536249971483,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-fb1HOPgDGeX5tVsrFz4y,,1d16b25dcca8,2026-09-19T18:39:52+00:00
154,S400-155,SCOPUS_ID:8544279601,10.1023/A:1007374810981,"The prevalence of HCV infection in a cohort of pregnant women, the related risk factors and the possibility of vertical transmission",European Journal Of Epidemiology,"['Follow-up studies', 'Hepatitis C virus-RNA', 'Pregnant women', 'Vertical transmission']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1690,50,7.098e-05,305.7492090156302,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-YTFtTZJ74QGAoZJlMgJE,,1d16b25dcca8,2026-09-19T18:39:52+00:00
155,S400-156,SCOPUS_ID:85064194436,10.1093/ije/dyy283,Welfare regimes modify the association of disadvantaged adult-life socioeconomic circumstances with self-rated health in old age,International Journal Of Epidemiology,"['Europe', 'healthy aging', 'longitudinal studies', 'multilevel analysis', 'Social conditions', 'social welfare']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1718,50,7.2156e-05,252.3132920032367,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-BpordFCYHw6HsUDkwz2k,,1d16b25dcca8,2026-09-19T18:39:52+00:00
156,S400-157,SCOPUS_ID:0034104313,10.1016/S0749-3797(00)00124-0,Smoking cessation with and without assistance: A population-based analysis,American Journal Of Preventive Medicine,[],False,,False,,,,,,,True,0.08,False,no,0.0,0.99,1670,50,7.014e-05,291.7626659909729,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-RSFQiWHbj1MGzgoMMCcY,,1d16b25dcca8,2026-09-19T18:39:53+00:00
157,S400-158,SCOPUS_ID:0025122790,10.1093/oxfordjournals.aje.a115687,Defining osteoarthritis of the hip for epidemiologic studies,American Journal Of Epidemiology,"['Diagnosis', 'Hip', 'Osteoarthritis']",False,,False,,,,,,,True,0.06,False,no,0.01,0.99,1644,50,6.9048e-05,281.75154101336375,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-CQuvFPIKio7Vk8DWqlxC,,1d16b25dcca8,2026-09-19T18:39:53+00:00
158,S400-159,SCOPUS_ID:0037253184,10.1023/A:1022556718939,Relative and absolute gender gap in all-cause mortality in Europe and the contribution of smoking,European Journal Of Epidemiology,"['Ecological', 'Epidemiology', 'Europe', 'Gender differences', 'International', 'Life expectancy', 'Male-female', 'Mortality', 'Smoking']",False,,False,,,,,,,True,0.04,False,no,0.0,1.0,1773,50,7.4466e-05,320.0528330053203,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-g7EBudta051WCAxngzlQ,,1d16b25dcca8,2026-09-19T18:39:53+00:00
159,S400-160,SCOPUS_ID:85183571500,10.1016/j.ypmed.2024.107858,The importance of a healthy lifestyle despite chronic pain: Prospective cohort with 11-year register follow-up,Preventive Medicine,"['BMI', 'Disability pension', 'Physical activity', 'Risk behavior', 'Smoking']",True,,True,,,,,,,True,0.93,True,yes,1.0,0.99,1685,50,7.077e-05,300.5517499987036,1,typesafe/jev-1.13-20260917,gen-dec-1789843192-5l2i5CK9ZpOk4F2kdlC4,,1d16b25dcca8,2026-09-19T18:39:53+00:00
160,S400-161,SCOPUS_ID:0036205743,10.1093/eurpub/12.1.16,"Some biological cardiovascular risk factors and diet in samples of the male population of Tallinn, Estonia in 1984/1985 and 1992/1993",European Journal Of Public Health,"['Changes', 'Diet', 'Epidemiological studies', 'Male population', 'Risk factors']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1727,50,7.2534e-05,283.3147920027841,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-97amPFRKbsK8LyAEVDYI,,1d16b25dcca8,2026-09-19T18:39:53+00:00
161,S400-162,SCOPUS_ID:79958816946,10.1093/aje/kwr050,"The gap of visual impairment between economic groups in shahroud, Iran: A blinder-oaxaca decomposition",American Journal Of Epidemiology,"['health status disparities', 'Iran', 'socioeconomic factors', 'visual acuity']",False,,False,,,,,,,True,0.07,False,no,0.01,0.99,1618,50,6.7956e-05,227.26091698859818,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-twSTHG0p8pzXbyElghmf,,1d16b25dcca8,2026-09-19T18:39:53+00:00
162,S400-163,SCOPUS_ID:34447328699,10.1007/s10654-007-9129-y,Epidemiology of cleft palate alone and cleft palate with accompanying defects,European Journal Of Epidemiology,"['Birth defects', 'Cleft palate', 'Multiple abnormalities', 'Sex distribution']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1645,50,6.909e-05,269.89758398849517,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-XyOYAxvBByMgkROvnq9u,,1d16b25dcca8,2026-09-19T18:39:53+00:00
163,S400-164,SCOPUS_ID:0026644349,10.1093/oxfordjournals.aje.a116420,Second primary cancers following anal and cervical carcinoma: Evidence of shared etiologic factors,American Journal Of Epidemiology,"['Anus neoplasms', 'Cervix neoplasms', 'Papillomaviruses', 'Registries', 'Smoking']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1721,50,7.2282e-05,307.1793339913711,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-WtCTDG6kY0YFtLsnBxkQ,,1d16b25dcca8,2026-09-19T18:39:53+00:00
164,S400-165,SCOPUS_ID:85072057658,10.1093/ije/dyz071,"The relationship between sleep duration, cognition and dementia: A Mendelian randomization study",International Journal Of Epidemiology,"['cognition', 'dementia', 'Mendelian randomization', 'Sleep duration']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1840,50,7.728e-05,298.3363749808632,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-qAzywqjw8LPAubsROcWe,,1d16b25dcca8,2026-09-19T18:39:53+00:00
165,S400-166,SCOPUS_ID:53049110432,10.1016/j.ypmed.2008.07.004,"The Groningen Active Living Model, an example of successful recruitment of sedentary and underactive older adults",Preventive Medicine,"['Older adults', 'Primary prevention', 'Recruitment', 'Sedentary']",True,,True,"I was borderline on this one, I initally thought it was mainly research outreach",,,,,,True,0.14,False,no,0.04,0.92,1578,50,6.6276e-05,250.04000001354143,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-WT7cuRyo7ebKPk8IYeVM,,1d16b25dcca8,2026-09-19T18:39:53+00:00
166,S400-167,SCOPUS_ID:85104048158,10.1093/aje/kwaa221,"Does the Union Make Us Strong? Labor-Union Membership, Self-Rated Health, and Mental Illness: A Parametric G-Formula Approach",American Journal Of Epidemiology,"['g-computation', 'healthy-worker bias', 'labor movement', 'labor unions', 'occupational health', 'parametric g-formula', 'social determinants of health']",False,,False,,,,,,,True,0.03,False,no,0.0,1.0,1753,50,7.3626e-05,268.2660830032546,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-kfvO74vVwI4DSsfVVF3M,,1d16b25dcca8,2026-09-19T18:39:53+00:00
167,S400-168,SCOPUS_ID:85054501202,10.1136/jech-2018-210961,Impact of the NHS Health Check on inequalities in cardiovascular disease risk: A difference-in-differences matching analysis,Journal Of Epidemiology And Community Health,"['cardiovascular disease', 'health inequalities', 'health services', 'prevention', 'screening']",True,,True,,,,,,,True,0.84,True,yes,0.95,0.9,1812,50,7.6104e-05,232.99920800491236,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-dA93aSUxM5lP9D3jl20T,,1d16b25dcca8,2026-09-19T18:39:53+00:00
168,S400-169,SCOPUS_ID:32144437941,10.1016/j.ypmed.2005.08.007,Metabolic syndrome in Japanese men and women with special reference to the anthropometric criteria for the assessment of obesity: Proposal to use the waist-to-height ratio,Preventive Medicine,"['BMI', 'Japanese', 'Metabolic syndrome', 'Waist circumference', 'Waist-to-height ratio']",False,,False,,,,,,,True,0.22,False,no,0.13,0.74,1683,50,7.0686e-05,244.09662498510443,1,typesafe/jev-1.13-20260917,gen-dec-1789843193-YXoPDE7Gwy2svhY8xH5y,,1d16b25dcca8,2026-09-19T18:39:53+00:00
