source_row,scopus_id,doi,title,journal,publication_year,keywords,corresponding_author_country,cited_by_count,policy_claim_via_terms,DB review,DB notes,EC review,EC notes,DB notes.1,Unnamed: 15,MW review,MW notes,discrepant?,db re-review,llm_policy_claim,reasoning,EC re-review,EC reasoning,Unnamed: 24,agreed_gold_standard,agreed_gold_standard_with_exclusions,exclusion reason,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
96,SCOPUS_ID:85040574830,10.1093/aje/kwx193,Bias in Hazard Ratios Arising from Misclassification According to Self-Reported Weight and Height in Observational Studies of Body Mass Index and Mortality,American Journal of Epidemiology,2018.0,"['body mass index', 'body weight', 'epidemiologic methods', 'mortality', 'NHANES', 'obesity', 'overweight', 'self-report']",United States,39.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.05,False,no,0.0,1.0,1688,50,7.0896e-05,307.58241697913036,1,typesafe/jev-1.13-20260917,gen-dec-1789843169-CkCr2hvIETDUubrjI5dC,,1d16b25dcca8,2026-09-19T18:39:30+00:00
97,SCOPUS_ID:85072058175,10.1093/aje/kwz134,A Cross-Sectional Analysis of Telomere Length and Sleep in the Women's Health Initiative,American Journal of Epidemiology,2019.0,"['sleep', 'sleep disturbance', 'sleep duration', 'telomere length', ""Women's Health Initiative""]",United States,20.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1726,50,7.2492e-05,297.6022500079125,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-3NSLgrpNdtdy2PIBTkN5,,1d16b25dcca8,2026-09-19T18:39:30+00:00
98,SCOPUS_ID:77951226515,10.2105/AJPH.2009.177345,"Perinatal outcomes for Asian, native Hawaiian, and other Pacific Islander mothers of single and multiple race/ethnicity: California and Hawaii, 2003-2005",American Journal of Public Health,2010.0,[],United States,43.0,0.0,1.0,,,,,,1.0,Strategies to improve birth outcomes for API mothers should consider variations in risk by API subgroup and multiple race/ethnicity.,,,1.0,,True,,,True,True,,True,0.89,True,yes,0.99,0.98,1721,50,7.2282e-05,285.7359999907203,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-Vrmzf7h11BXT0abrs92h,,1d16b25dcca8,2026-09-19T18:39:30+00:00
99,SCOPUS_ID:84871329834,10.1016/j.amepre.2012.10.002,Breast cancer risk prediction and mammography biopsy decisions: A model-based study,American Journal of Preventive Medicine,2013.0,[],United States,12.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.08,False,no,0.01,0.99,1743,50,7.3206e-05,243.02816699491814,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-KZ0lHFcmHlryHMjnuYWO,,1d16b25dcca8,2026-09-19T18:39:30+00:00
100,SCOPUS_ID:85204380600,10.1136/jech-2024-222040,Impact of early childhood infection on child development and school performance: a population-based study,Journal of Epidemiology & Community Health,2024.0,[],United Kingdom,1.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1817,50,7.6314e-05,331.5975420118775,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-1P0XaTpsb1EAwLb0Gp2R,,1d16b25dcca8,2026-09-19T18:39:30+00:00
101,SCOPUS_ID:77952276406,10.2105/AJPH.2009.160002,Herpes zoster and exposure to the varicella zoster virus in an era of varicella vaccination,American Journal of Public Health,2010.0,[],United States,36.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1624,50,6.8208e-05,306.91391599248163,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-YJyVyzykkaObO4Y6EWqB,,1d16b25dcca8,2026-09-19T18:39:30+00:00
102,SCOPUS_ID:3242669926,10.1093/aje/kwh195,Relative risk of mortality in the physically inactive is underestimated because of real changes in exposure level during follow-up,American Journal of Epidemiology,2004.0,"['Behavior', 'Exercise', 'Follow-up studies', 'Mortality']",Denmark,77.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1622,50,6.8124e-05,252.77758299489506,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-bVQWJMs3uGhPAk18qDPv,,1d16b25dcca8,2026-09-19T18:39:30+00:00
103,SCOPUS_ID:0026322770,10.2105/AJPH.81.9.1121,Is coronary-care-unit admission restricted for elderly patients? A multicenter study,American Journal of Public Health,1991.0,[],United States,37.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.07,False,no,0.0,0.99,1695,50,7.119e-05,326.8717079772614,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-FtcW13LpF0Svzz8b8wW9,,1d16b25dcca8,2026-09-19T18:39:30+00:00
104,SCOPUS_ID:70749122175,10.1016/j.ypmed.2009.09.017,Oral language comprehension assessment among elderly: A population based study in Brazil,Preventive Medicine,2009.0,"['Ageing', 'Cognitive function', 'Oral comprehension', 'Token test']",Brazil,13.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1618,50,6.7956e-05,264.12391700432636,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-7gjN0lMnrHCR1OQqZTyZ,,1d16b25dcca8,2026-09-19T18:39:30+00:00
105,SCOPUS_ID:84867003072,10.1093/eurpub/ckr104,"Good friends, high income or resilience? What matters most for Elderly patients?",European Journal of Public Health,2012.0,[],Netherlands,22.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.06,False,no,0.0,1.0,1731,50,7.2702e-05,297.91129200020805,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-P87jTic9rAfQ0ZdrGKfz,,1d16b25dcca8,2026-09-19T18:39:30+00:00
106,SCOPUS_ID:85025662016,10.1016/j.amepre.2017.05.019,Yoga for Military Veterans with Chronic Low Back Pain: A Randomized Clinical Trial,American Journal of Preventive Medicine,2017.0,[],United States,65.0,0.0,1.0,,,,,,1.0,The findings support wider implementation of yoga programs for veterans.,,,1.0,,True,,,True,True,,True,0.88,True,yes,0.99,0.97,1841,50,7.7322e-05,328.8110409921501,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-4kRYyg4ksTddCU3KWbpg,,1d16b25dcca8,2026-09-19T18:39:30+00:00
107,SCOPUS_ID:84940038714,10.1097/EDE.0000000000000350,To Treat or to Prevent?: Reducing the Population Burden of Violence-related Post-traumatic Stress Disorder,Epidemiology,2015.0,[],United States,20.0,0.0,0.0,,,,,,1.0,This study provides an empirically informed demonstration that investment in combined strategies that target social determinants of mental illness and provide evidence-based treatment to those affected by psychiatric disorders can produce larger reductions in the population burden from violence-related PTSD than either preventive or treatment interventions alone,,,1.0,,False,,,False,False,,True,0.66,True,yes,0.67,0.35,1718,50,7.2156e-05,233.3387910039164,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-WfBVb0uNBU7WtBVigTfu,,1d16b25dcca8,2026-09-19T18:39:30+00:00
108,SCOPUS_ID:0027787349,10.1093/ije/22.6.1056,Gender differential in all-cause and cardiovascular disease mortality,International Journal of Epidemiology,1993.0,[],United Kingdom,54.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.02,False,no,0.0,1.0,1771,50,7.4382e-05,281.31070800009184,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-lum6sgSerqBlRbrFsG9j,,1d16b25dcca8,2026-09-19T18:39:30+00:00
109,SCOPUS_ID:0029933963,10.1007/BF00144421,Unusual features in the epidemiology of Lyme borreliosis,European Journal of Epidemiology,1996.0,"['Burgdorferi', 'Erythema migrans', 'Lyme borreliosis']",Bulgaria,7.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,Abstract likley truncated,,False,False,,True,0.02,False,no,0.0,1.0,1485,50,6.237e-05,375.5638329894282,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-dgn0RaDagkKEwZtvAfZi,,1d16b25dcca8,2026-09-19T18:39:30+00:00
110,SCOPUS_ID:84907336726,10.1016/j.ypmed.2014.08.015,"The association of major patterns of physical activity, sedentary behavior and sleep with health-related quality of life: A cohort study",Preventive Medicine,2014.0,"['Health-related quality of life', 'Physical activity', 'Sedentary behavior', 'Sleep', 'Spain']",Chile,47.0,0.0,1.0,,,,,,1.0,a pattern defined by sedentary behavior with diurnal sleep showed worse HRQL and should be a priority target of preventive interventions.,,,1.0,,True,,,True,True,,True,0.89,True,yes,0.99,0.98,1778,50,7.4676e-05,269.5704170037061,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-Mq7mjjejFn7Jn6Hq42zm,,1d16b25dcca8,2026-09-19T18:39:30+00:00
111,SCOPUS_ID:85105814926,10.1016/j.ypmed.2021.106617,The value of adding a single co-test in HPV primary screening,Preventive Medicine,2021.0,"['Cervical intraepithelial neoplasia', 'Early detection of cancer', 'Human papillomavirus', 'Screening', 'Uterine cervical neoplasms']",Sweden,4.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.2,False,no,0.06,0.87,1648,50,6.9216e-05,293.9111669838894,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-MyPVy4kzUGVWYZ1jilCT,,1d16b25dcca8,2026-09-19T18:39:30+00:00
112,SCOPUS_ID:84950266705,10.1093/aje/kwv152,The Impact of Sparse Follow-up on Marginal Structural Models for Time-to-Event Data,American Journal of Epidemiology,2015.0,"['available-case analysis', 'last observation carried forward', 'marginal structural models', 'missing data', 'multiple imputation', 'survival analysis']",Canada,8.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1601,50,6.7242e-05,288.7098749924917,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-PWSSjRLSsaY5Wdtk7BtH,,1d16b25dcca8,2026-09-19T18:39:30+00:00
113,SCOPUS_ID:63149172821,10.2105/AJPH.2008.146571,Psychosocial care for women survivors of the tsunami disaster in India,American Journal of Public Health,2009.0,[],United States,41.0,0.0,1.0,,,,,,1.0,should be an integral component of disaster response in resource-poor countries.,,,1.0,,True,,,True,True,,True,0.95,True,yes,1.0,1.0,1612,50,6.7704e-05,275.13499997439794,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-lZGskyX6odZtaXkZ1bea,,1d16b25dcca8,2026-09-19T18:39:30+00:00
114,SCOPUS_ID:0031661866,10.2105/AJPH.88.10.1503,Misclassification rates for current smokers misclassified as nonsmokers,American Journal of Public Health,1998.0,[],United States,157.0,0.0,1.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.17,False,no,0.07,0.85,1616,50,6.7872e-05,238.82133298320696,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-2jkZMAoCySlRgtEDjAni,,1d16b25dcca8,2026-09-19T18:39:30+00:00
115,SCOPUS_ID:85033381429,10.1016/j.ypmed.2017.10.035,Modifiable predictors of insufficient sleep durations: A longitudinal analysis of youth in the COMPASS study,Preventive Medicine,2018.0,"['Adolescents', 'Bullying', 'Longitudinal', 'Screen use', 'Sleep', 'Sleep duration', 'Youth']",Canada,32.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.06,False,no,0.0,1.0,1708,50,7.1736e-05,879.2060419800691,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-wyLaCpXvehOb2eESAQeU,,1d16b25dcca8,2026-09-19T18:39:31+00:00
116,SCOPUS_ID:85014802814,10.1093/aje/kww129,Improving estimates of numbers of children with severe acute malnutrition using cohort and survey data,American Journal of Epidemiology,2016.0,"['Disease burden', 'Incidence', 'Malnutrition', 'Prevalence', 'Severe acute malnutrition']",United States,22.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.33,False,no,0.27,0.46,1643,50,6.9006e-05,280.4233750212006,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-IRooPbl0PZzktZwfQYJL,,1d16b25dcca8,2026-09-19T18:39:30+00:00
117,SCOPUS_ID:85153610705,10.1016/j.amepre.2023.03.006,Effectiveness of the National Diabetes Prevention Program After Gestational Diabetes,American Journal of Preventive Medicine,2023.0,[],United States,1.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.26,False,no,0.18,0.63,1816,50,7.6272e-05,337.90754099027254,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-XRGhr1DyCIbJpfuD4GiC,,1d16b25dcca8,2026-09-19T18:39:30+00:00
118,SCOPUS_ID:85203007053,10.1016/j.ypmed.2024.108125,Relationship between participation in projects of incentives to promote walking and healthy aging among the older population: A four-year longitudinal study,Preventive Medicine,2024.0,"['Actigraphy feedback', 'Healthy life expectancy', 'Incentives', 'Long-term care', 'Motivation', 'Risk ratio']",Japan,0.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.19,False,no,0.07,0.86,1799,50,7.5558e-05,294.5446659869049,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-ZxRhe2hXdAYb1ljyUgk5,,1d16b25dcca8,2026-09-19T18:39:30+00:00
119,SCOPUS_ID:85041402164,10.1016/j.ypmed.2018.01.017,Internet little cigar and cigarillo vendors: Surveillance of sales and marketing practices via website content analysis,Preventive Medicine,2018.0,"['Cigars', 'Internet', 'Tobacco', 'Tobacco Industry', 'Tobacco Products']",United States,11.0,0.0,1.0,,,,,,1.0,"Federal bans on flavored cigarettes and restrictions on age verification, payment, and shipping for Internet tobacco sales should be extended to include LCCs.",,,1.0,,True,,,True,True,,True,0.99,True,yes,1.0,1.0,1723,50,7.2366e-05,281.35429200483486,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-4MLavh4wlXOLn6ErsjbU,,1d16b25dcca8,2026-09-19T18:39:31+00:00
120,SCOPUS_ID:0028032014,10.1093/oxfordjournals.aje.a116980,Prevalence of low birth weight among hispanic infants with united states-born and foreign-born mothers: The effect of urban poverty,American Journal of Epidemiology,1994.0,"['Birth weight', 'Hispanic Americans', 'Poverty']",United States,153.0,0.0,1.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1695,50,7.119e-05,285.1912500045728,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-bKN7EdXhZ0vLjkT1ZoQ0,,1d16b25dcca8,2026-09-19T18:39:31+00:00
121,SCOPUS_ID:85148892048,10.1016/j.amepre.2023.01.039,Spillover After Mammography Guideline Change: Evidence From State-Level Trends,American Journal of Preventive Medicine,2023.0,[],United States,1.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.61,True,yes,0.57,0.14,1666,50,6.9972e-05,286.320125014754,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-FxaPfY7pMFGoL2WUuP6k,,1d16b25dcca8,2026-09-19T18:39:31+00:00
122,SCOPUS_ID:84868300097,10.1016/j.ypmed.2012.08.021,Relationship between physical activity and general mental health,Preventive Medicine,2012.0,"['Cross-sectional', 'Dose-response', 'Exercise', 'Health Information National Trends Survey', 'HINTS', 'Mental health', 'Physical activity', 'Population']",United States,108.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1639,50,6.8838e-05,255.43920800555497,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-ChBSq3kqPbJs2Bmgkh0L,,1d16b25dcca8,2026-09-19T18:39:31+00:00
123,SCOPUS_ID:8544255516,10.1023/A:1007369203648,"Awareness, treatment and control of hyperlipidaemia, hypertension and diabetes mellitus in a selected population of southern Italy",European Journal of Epidemiology,1997.0,"['Atherosclerosis', 'Awareness', 'Diabetes Mellitus', 'Hyperlipidaemia', 'Hypertension']",Italy,43.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1799,50,7.5558e-05,357.5420419801958,1,typesafe/jev-1.13-20260917,gen-dec-1789843170-pZED9hbKFTcZ6i5WQjje,,1d16b25dcca8,2026-09-19T18:39:31+00:00
124,SCOPUS_ID:0027319802,10.1016/s0749-3797(18)30729-3,Cost-effectiveness of two nurse-led programs to teach breast self- examination,American Journal of Preventive Medicine,1993.0,[],United States,8.0,0.0,1.0,,,,,,0.0,,,,0.0,,False,I read this as a methodological recommendation rather than a policy recommendation,,False,False,,True,0.67,True,yes,0.75,0.5,1773,50,7.4466e-05,303.2977909897454,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-rgaEeXitJX9DTztibLFL,,1d16b25dcca8,2026-09-19T18:39:31+00:00
125,SCOPUS_ID:0025031812,10.1097/00001648-199001000-00010,No adjustments are needed for multiple comparisons,Epidemiology,1990.0,"['Multiple comparisons', 'Null hypothesis', 'Significance testing', 'Statistics']",Unknown,4631.0,0.0,0.0,,,,,,1.0,A policy of not making adjustments for multiple comparisons is preferable because it will lead to fewer errors of interpretation when the data under evaluation are not random numbers but actual observations on nature,,,1.0,,False,,,False,False,,True,0.82,True,yes,0.92,0.83,1545,50,6.489e-05,278.6759579903446,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-s2Qd9uB3hvotkIuvv2v4,,1d16b25dcca8,2026-09-19T18:39:31+00:00
126,SCOPUS_ID:79953168900,10.1016/j.ypmed.2010.07.006,Evaluation of policies to promote physical activity in afterschool programs: Are we meeting current benchmarks?,Preventive Medicine,2010.0,"['Adolescents', 'Benchmark', 'Children', 'Moderate-to-vigorous']",United States,52.0,0.0,1.0,,,,,,1.0,"Thus, concerted effort towards building a stronger ASP evidence-base for policy refinement is required",,,1.0,,True,,,True,True,,True,0.73,True,yes,0.75,0.5,1678,50,7.0476e-05,397.81712502008304,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-kUMtoCd31cmPS0p8lrIX,,1d16b25dcca8,2026-09-19T18:39:31+00:00
127,SCOPUS_ID:85152168730,10.1136/jech-2022-220009,Gender identity and sexual orientation: A glossary,Journal of Epidemiology & Community Health,2023.0,"['Gender Identity', 'Health inequalities', 'Public Health', 'Sexual Health']",Australia,3.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.2,False,no,0.1,0.79,1502,50,6.3084e-05,280.0527500221506,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-seiLXrfvSNakOgfeLXP5,,1d16b25dcca8,2026-09-19T18:39:31+00:00
128,SCOPUS_ID:84894083669,10.2105/AJPH.2013.301600,Suicidal ideation among community-dwelling adults in the United States,American Journal of Public Health,2014.0,[],United States,50.0,0.0,1.0,,,,,,1.0,"These results have important implications for developing specific suicide prevention strategies that help screen, assess, and treat suicidal adults at the earliest possible time",,,1.0,,True,,,True,True,,True,0.9,True,yes,0.99,0.98,1623,50,6.8166e-05,290.9086669969838,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-NI78rKsXZyiy7lvRZuJW,,1d16b25dcca8,2026-09-19T18:39:31+00:00
129,SCOPUS_ID:84945476876,10.1016/j.amepre.2015.04.019,"Measles, Mumps, and Rubella Titers in Air Force Recruits: Below Herd Immunity Thresholds?",American Journal of Preventive Medicine,2015.0,[],United States,9.0,0.0,1.0,,,,,,1.0,"In order to reduce the incidence of mumps infections, the Department of Defense should consider obtaining antibody titers for measles, mumps, and rubella and vaccinating all individuals susceptible to one or more of the viruses.",,,1.0,,True,,,True,True,,True,0.98,True,yes,1.0,1.0,1732,50,7.2744e-05,272.65008399263024,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-9e8BTEGvE0WvGpLGQIjG,,1d16b25dcca8,2026-09-19T18:39:31+00:00
130,SCOPUS_ID:0031706171,10.1136/jech.52.10.645,"Reproductive factors and fatal hip fractures. A Norwegian prospective study of 63,000 women",Journal of Epidemiology & Community Health,1998.0,[],Norway,15.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1629,50,6.8418e-05,314.5882920071017,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-atcJ8bDMtP4nFA9OMewk,,1d16b25dcca8,2026-09-19T18:39:31+00:00
131,SCOPUS_ID:0033795188,10.2105/AJPH.90.10.1526,Childhood mortality impact and costs of integrating vitamin A supplementation into immunization campaigns,American Journal of Public Health,2000.0,[],United States,45.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1614,50,6.7788e-05,394.02154099661857,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-AsOVDJTwMLwGOT2K67vL,,1d16b25dcca8,2026-09-19T18:39:31+00:00
132,SCOPUS_ID:37249052337,10.1093/eurpub/ckm036,"Alcohol drinking, consumption patterns and breast cancer among Danish nurses: A cohort study",European Journal of Public Health,2007.0,"['Alcohol', 'Breast cancer', 'Drinking pattern']",Denmark,56.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1666,50,6.9972e-05,275.6849580036942,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-zETeUJjEJzESFZscFv7q,,1d16b25dcca8,2026-09-19T18:39:31+00:00
133,SCOPUS_ID:84888263427,10.2105/AJPH.2013.301632,New to care: Demands on a health system when homeless veterans are enrolled in a medical home model,American Journal of Public Health,2013.0,[],United States,45.0,0.0,1.0,,,,,,1.0,High-intensity primary care and access to specialty care services could reduce ED use.,,,1.0,,True,,,True,True,,True,0.45,False,yes,0.5,0.0,1693,50,7.1106e-05,277.5115830008872,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-I9jCfHkvcHwBiO3zMrUD,,1d16b25dcca8,2026-09-19T18:39:31+00:00
134,SCOPUS_ID:85083882682,10.1093/aje/kwz284,"Hospital Records of Pain, Fatigue, or Circulatory Symptoms in Girls Exposed to Human Papillomavirus Vaccination: Cohort, Self-Controlled Case Series, and Population Time Trend Studies",American Journal of Epidemiology,2020.0,"['epidemiologic research design', 'papillomavirus', 'vaccination', 'vaccines']",Denmark,20.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1691,50,7.1022e-05,301.5614589967299,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-MI7j0AXzfX2DsuX02UKz,,1d16b25dcca8,2026-09-19T18:39:31+00:00
135,SCOPUS_ID:84959479353,10.1016/j.amepre.2015.07.012,Lifestyle Intervention for People with Severe Obesity and Serious Mental Illness,American Journal of Preventive Medicine,2016.0,[],United States,33.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.05,False,no,0.0,1.0,1769,50,7.4298e-05,252.65408301493153,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-R7yNlspp2evRYC9HaFze,,1d16b25dcca8,2026-09-19T18:39:31+00:00
136,SCOPUS_ID:0030957690,10.1097/00001648-199707000-00010,Risk factors for work-related violent victimization,Epidemiology,1997.0,"['Case-control study', 'Ethnicity', 'Gender', 'Nonfatal', 'Occupational', 'Public health', 'Race', 'Violence', 'Work-related']",United States,16.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,Abstract likely truncated,,False,,truncated abstract,True,0.02,False,no,0.0,1.0,1697,50,7.1274e-05,242.5937500083819,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-XU1q6KA8GW7bY2L8C3TE,,1d16b25dcca8,2026-09-19T18:39:31+00:00
137,SCOPUS_ID:0030972541,10.1093/oxfordjournals.aje.a009170,Families and natural history of lipids in childhood: An 18-year follow- up study,American Journal of Epidemiology,1997.0,"['adolescence', 'family', 'lipids', 'natural history']",Netherlands,22.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1847,50,7.7574e-05,385.7910829829052,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-L4dPExB3Z22eWkGquMR5,,1d16b25dcca8,2026-09-19T18:39:31+00:00
138,SCOPUS_ID:77951236082,10.2105/AJPH.2009.176222,Ke Ã€no Ola: Moloka Ì€i's community-based healthy lifestyle modification program,American Journal of Public Health,2010.0,[],United States,8.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.04,False,no,0.0,1.0,1576,50,6.6192e-05,360.1832499844022,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-P2QDbR41JwOhb55TA6MJ,,1d16b25dcca8,2026-09-19T18:39:31+00:00
139,SCOPUS_ID:0033178882,10.1093/oxfordjournals.aje.a009996,"Increased effects of smoking and obesity on asthma among female Canadians: The National Population Health Survey, 1994-1995",American Journal of Epidemiology,1999.0,"['Allergy', 'Asthma', 'Body mass index', 'Income', 'Risk', 'Sex', 'Smoking']",Canada,227.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.02,False,no,0.0,1.0,1623,50,6.8166e-05,281.8069590139203,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-KG2ua3VLGUoMLFNHGZ9u,,1d16b25dcca8,2026-09-19T18:39:31+00:00
140,SCOPUS_ID:84871996226,10.1016/j.ypmed.2012.10.014,Acceptability of standing workstations in elementary schools: A pilot study,Preventive Medicine,2013.0,"['Accelerometer', 'ActivPAL', 'Physical activity', 'Sedentary', 'Sitting', 'Standing desks']",New Zealand,51.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.09,False,no,0.01,0.99,1721,50,7.2282e-05,365.1422080001794,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-mdXYbe3JFHExWqtkuIyE,,1d16b25dcca8,2026-09-19T18:39:31+00:00
141,SCOPUS_ID:0032532135,10.1093/oxfordjournals.aje.a009695,Ethnic disparities in patient recall of physician recommendations of diagnostic and treatment procedures for coronary disease,American Journal of Epidemiology,1998.0,"['Blacks', 'Coronary disease', 'Diagnosis', 'Ethnic groups', 'Physicians']",United States,7.0,0.0,0.0,,,,,False,0.0,,,,1.0,,False,,,False,False,,True,0.42,False,no,0.44,0.11,1615,50,6.783e-05,319.24658399657346,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-sa3CKccwsKpnMQiikKh1,,1d16b25dcca8,2026-09-19T18:39:31+00:00
142,SCOPUS_ID:0032780231,10.1006/pmed.1998.0407,Targeting smokers with low readiness to change with tailored and nontailored self-help materials,Preventive Medicine,1999.0,"['Computer-tailored interventions', 'Low readiness to change', 'Smoking cessation']",Netherlands,81.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.13,False,no,0.03,0.94,1621,50,6.8082e-05,227.1620839892421,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-Wv38ECqFSOxgNE6qQ7Mk,,1d16b25dcca8,2026-09-19T18:39:31+00:00
143,SCOPUS_ID:84920926388,10.1016/j.ypmed.2014.12.015,Occurrence and duration of various operational definitions of sedentary bouts and cross-sectional associations with cardiometabolic health indicators: The ENERGY-project,Preventive Medicine,2015.0,"['Body composition', 'Fasting blood', 'Sedentary bout', 'Sedentary time', 'Youth']",Belgium,39.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.03,False,no,0.0,1.0,1719,50,7.2198e-05,290.7078749849461,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-xoKHYrmzqZlzHDIGuHgZ,,1d16b25dcca8,2026-09-19T18:39:31+00:00
144,SCOPUS_ID:85049344365,10.1016/S2468-2667(18)30109-9,Effects of restrictions to Income Support on health of lone mothers in the UK: a natural experiment study,The Lancet Public Health,2018.0,[],United Kingdom,40.0,0.0,0.0,,,,,,0.0,,,,0.0,,False,,,False,False,,True,0.18,False,no,0.06,0.89,1922,50,8.0724e-05,304.9248750030529,1,typesafe/jev-1.13-20260917,gen-dec-1789843171-SCmyGHRqkyOdM7Dl5vRD,,1d16b25dcca8,2026-09-19T18:39:31+00:00
