source_row,review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,manual_check1,manual_check2,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
203,DES-204,25780,SCOPUS_ID:84860281409,10.1007/s10654-012-9653-2,"The aging population in Sweden: Can declining incidence rates in MI, stroke and cancer counterbalance the future demographic challenges?",European Journal Of Epidemiology,2012,Other/None,Other/None,Other/None,Experimental,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,Cancer; Demography; Incidence trends; Myocardial infarction; Projections; Stroke; Sweden,,,TRUE,0.07,FALSE,no,0,0.99,1750,50,7.35e-5,1065.816,,typesafe/jev-1.13-20260917,gen-dec-1789843836-ZdN3A58Uaxc2oTXuTJzl,,1d16b25dcca8,2026-09-19T18:50:44+0000
204,DES-205,24771,SCOPUS_ID:17944379554,10.1023/a:1017580329538,Screening for tuberculosis upon admission to shelters and free-meal services,European Journal Of Epidemiology,2001,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,Homeless; Screening; Tuberculosis,,,TRUE,0.96,TRUE,yes,1,1,1730,50,7.266e-5,1164.024,,typesafe/jev-1.13-20260917,gen-dec-1789843836-26UWVooCBs7Ugit2wBlO,,1d16b25dcca8,2026-09-19T18:50:44+0000
205,DES-206,12949,SCOPUS_ID:85198216217,10.1016/j.amepre.2024.06.003,"Arrest History and Health Among U.S. Sexual and Gender Minority Youth, 2022",American Journal Of Preventive Medicine,2024,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.97,TRUE,yes,1,1,1733,50,7.2786e-5,835.725,,typesafe/jev-1.13-20260917,gen-dec-1789843836-ivu1NjebaHHgyMVitfQt,,1d16b25dcca8,2026-09-19T18:50:44+0000
206,DES-207,35444,SCOPUS_ID:0031966687,10.1136/jech.52.4.272,Use of sequential case-control studies to investigate a community salmonella outbreak in Wales,Journal Of Epidemiology And Community Health,1998,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.28,FALSE,no,0.31,0.38,1559,50,6.5478e-5,860.479,,typesafe/jev-1.13-20260917,gen-dec-1789843836-E5OLj5BT3rpHfn4R34gU,,1d16b25dcca8,2026-09-19T18:50:44+0000
207,DES-208,26004,SCOPUS_ID:84937866835,10.1007/s10654-015-0073-y,Breast cancer risk and night shift work in a case–control study in a Spanish population,European Journal Of Epidemiology,2016,Case-control,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,Breast cancer; Circadian disruption; Night shift,,,TRUE,0.03,FALSE,no,0,1,1699,50,7.1358e-5,835.755,,typesafe/jev-1.13-20260917,gen-dec-1789843836-ThX1quG7sodN2qi0VItS,,1d16b25dcca8,2026-09-19T18:50:44+0000
208,DES-209,19092,SCOPUS_ID:84898645161,10.2105/ajph.2013.301825,Insurer views on reimbursement of preventive services in the dental setting: Results from a qualitative study,American Journal Of Public Health,2014,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.87,TRUE,yes,0.98,0.95,1546,50,6.4932e-5,818.8950000000001,,typesafe/jev-1.13-20260917,gen-dec-1789843836-4GXCdaj5qX1IXL5N6PVl,,1d16b25dcca8,2026-09-19T18:50:44+0000
209,DES-210,35807,SCOPUS_ID:0035103167,10.1136/jech.55.4.239,Material deprivation and leading causes of death by gender: Evidence from a nationwide small area study,Journal Of Epidemiology And Community Health,2001,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.05,FALSE,no,0,1,1682,50,7.0644e-5,462.677,,typesafe/jev-1.13-20260917,gen-dec-1789843836-t6azY2ac4spPF1JwXkVX,,1d16b25dcca8,2026-09-19T18:50:44+0000
210,DES-211,28421,SCOPUS_ID:84904993373,10.1093/eurpub/ckt146,Evaluation of a Swedish version of the Strengthening Families Programme,European Journal Of Public Health,2014,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.04,FALSE,no,0,1,1705,50,7.161e-5,300.53499999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843836-qvGSW4YbM2p7GxsWLvPP,,1d16b25dcca8,2026-09-19T18:50:44+0000
211,DES-212,41223,SCOPUS_ID:25844464845,10.1016/j.ypmed.2005.07.003,Perceived risk for developing stroke among older adults,Preventive Medicine,2005,Other/None,Other/None,Other/None,Cross-sectional,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,Awareness; Beliefs; Cerebrovascular disease; Cross-sectional studies; Perceptions; Risk factors; Stroke,,,TRUE,0.94,TRUE,yes,1,0.99,1598,50,6.7116e-5,317.77,,typesafe/jev-1.13-20260917,gen-dec-1789843836-GEKMC5hlyjedAG1aZGtV,,1d16b25dcca8,2026-09-19T18:50:44+0000
212,DES-213,31364,SCOPUS_ID:2642702548,10.1093/ije/27.2.282,Multivariate time series analysis in nosocomial infection surveillance: A case study,International Journal Of Epidemiology,1998,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,TRUE,ARIMA models; Intervention studies; Nosocomial infection; Quality control; Surveillance; Time series,,,TRUE,0.95,TRUE,yes,1,1,1699,50,7.1358e-5,390.25100000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843836-THNd6ya9SivmytHmhKK0,,1d16b25dcca8,2026-09-19T18:50:44+0000
213,DES-214,37423,SCOPUS_ID:84881253149,10.1136/jech-2012-201919,"The child's body without fluid: Mother's knowledge and practices about hydration and rehydration in Salvador, Bahia, Brazil",Journal Of Epidemiology And Community Health,2013,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1664,50,6.9888e-5,359.666,,typesafe/jev-1.13-20260917,gen-dec-1789843836-WQpWmaBHiyDjaT0ifgjz,,1d16b25dcca8,2026-09-19T18:50:44+0000
214,DES-215,8688,SCOPUS_ID:0034783226,10.1016/s0749-3797(01)00371-3,Impact of multiple injections on immunization rates among vulnerable children,American Journal Of Preventive Medicine,2001,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.53,TRUE,yes,0.51,0.02,1742,50,7.3164e-5,338.401,,typesafe/jev-1.13-20260917,gen-dec-1789843836-scWAtxQ2iVCRS2uhvanA,,1d16b25dcca8,2026-09-19T18:50:44+0000
215,DES-216,32917,SCOPUS_ID:79957602740,10.1093/ije/dyr008,Inequalities in participation in an organized national colorectal cancer screening programme: Results from the first 2.6 million invitations in England,International Journal Of Epidemiology,2011,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,Age; Colorectal cancer screening; Ethnicity; Gender; Inequalities; Socioeconomic status,,,TRUE,0.97,TRUE,yes,1,1,1837,50,7.7154e-5,330.658,,typesafe/jev-1.13-20260917,gen-dec-1789843836-CEEDNeXl7qHxWV18Bgjc,,1d16b25dcca8,2026-09-19T18:50:44+0000
216,DES-217,44451,SCOPUS_ID:85093705339,10.1016/j.ypmed.2020.106257,The impact of state policies for school-based BMI/fitness assessments on children's BMI outcomes in rural versus urban schools: Evidence from a natural experiment,Preventive Medicine,2020,Quasi-experimental,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,BMI; Body mass index; Health and fitness assessments; School BMI; Urban and rural,,,TRUE,0.07,FALSE,no,0,0.99,1703,50,7.1526e-5,443.15500000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843836-XBx7fgzV1alRSDSC6VNx,,1d16b25dcca8,2026-09-19T18:50:44+0000
217,DES-218,1036,SCOPUS_ID:0028274665,10.1093/oxfordjournals.aje.a117097,"Occupational exposure to human immunodeficiency virus (HIV)-infected blood in denver, colorado, police officers",American Journal Of Epidemiology,1994,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,Blood; HIV; Occupational exposure; Police,,,TRUE,0.84,TRUE,yes,0.95,0.9,1704,50,7.1568e-5,353.82599999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843837-91fzqIlnnpNRQvTnWP8h,,1d16b25dcca8,2026-09-19T18:50:44+0000
218,DES-219,37375,SCOPUS_ID:84885424906,10.1136/jech-2012-202137,Investing in health: Is social housing value for money? A cost-utility analysis,Journal Of Epidemiology And Community Health,2013,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,0.54,TRUE,no,0.5,0,1695,50,7.119e-5,301.318,,typesafe/jev-1.13-20260917,gen-dec-1789843837-SFGaecFku6842Mu4Hmwi,,1d16b25dcca8,2026-09-19T18:50:44+0000
219,DES-220,45784,SCOPUS_ID:85182002284,10.1016/j.ypmed.2024.107850,Distress about social problems and tobacco and cannabis use outcomes among young adults in Los Angeles County,Preventive Medicine,2024,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,Cannabis; Discrimination; Distress; Dual use; E-cigarette; Marijuana; Police brutality; Stress; Tobacco; Violence,,,TRUE,0.04,FALSE,no,0,1,1765,50,7.413e-5,297.506,,typesafe/jev-1.13-20260917,gen-dec-1789843837-3Y6GPRxfXfEAKsftfKnx,,1d16b25dcca8,2026-09-19T18:50:44+0000
220,DES-221,44866,SCOPUS_ID:85104320939,10.1016/j.ypmed.2021.106553,Smoking behavior in 18–20 year-olds after tobacco 21 policy implementation in California: A difference-in-differences analysis with other states,Preventive Medicine,2021,Quasi-experimental,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,Tobacco control; Youth,,,TRUE,0.06,FALSE,no,0,1,1812,50,7.6104e-5,317.773,,typesafe/jev-1.13-20260917,gen-dec-1789843837-C8cFnBCGEM0MBZGUXldj,,1d16b25dcca8,2026-09-19T18:50:44+0000
221,DES-222,2319,SCOPUS_ID:0032952372,10.1093/oxfordjournals.aje.a009731,"Time-series analysis of the relation between influenza virus and hospital admissions of the elderly in Ontario, Canada, for pneumonia, chronic lung disease, and congestive heart failure",American Journal Of Epidemiology,1999,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,FALSE,"Geriatrics; Heart failure, congestive; Hospital records; Influenza; Lung diseases, obstructive; Pneumonia; Time",,,TRUE,0.15,FALSE,no,0.1,0.8,1596,50,6.7032e-5,299.051,,typesafe/jev-1.13-20260917,gen-dec-1789843837-PhNvSFHqVgLkCAw5rObP,,1d16b25dcca8,2026-09-19T18:50:44+0000
222,DES-223,35229,SCOPUS_ID:0028681660,10.1136/jech.49.4.401,Tropospheric ozone: Respiratory effects and Australian air quality goals,Journal Of Epidemiology And Community Health,1995,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.99,TRUE,yes,1,1,1760,50,7.392e-5,601.044,,typesafe/jev-1.13-20260917,gen-dec-1789843837-vhLqlIIwYfsvbbZRXibT,,1d16b25dcca8,2026-09-19T18:50:44+0000
223,DES-224,31638,SCOPUS_ID:0034035717,10.1093/ije/29.2.248,Nicotine dependence and its familial aggregation in Chinese,International Journal Of Epidemiology,2000,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,Familial aggregation; Nicotine dependence; Recurrent risk; Regression model; Smoking,,,TRUE,0.03,FALSE,no,0,1,1751,50,7.3542e-5,294.406,,typesafe/jev-1.13-20260917,gen-dec-1789843837-s9syNYhyBayI1kIor8oh,,1d16b25dcca8,2026-09-19T18:50:44+0000
224,DES-225,40843,SCOPUS_ID:12244273691,10.1016/s0091-7435(02)00014-2,The public health burden of material deprivation: Excess mortality in leading causes of death in Spain,Preventive Medicine,2003,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,TRUE,Cause-specific mortality; Health policies; Material deprivation; Small areas,,,TRUE,0.98,TRUE,yes,1,1,1618,50,6.7956e-5,277.422,,typesafe/jev-1.13-20260917,gen-dec-1789843837-Gixdw4tPWBHss12iz5JB,,1d16b25dcca8,2026-09-19T18:50:44+0000
225,DES-226,38644,SCOPUS_ID:85097870561,10.1136/jech-2020-215002,"Temperature and cardiovascular mortality in Rio de Janeiro, Brazil: Effect modification by individual-level and neighbourhood-level factors",Journal Of Epidemiology And Community Health,2021,Other/None,Other/None,Other/None,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,TRUE,Cardiovascular disease; Mortality; Neighborhood/place; Temperature; Time-series,,,TRUE,0.93,TRUE,yes,0.99,0.98,1681,50,7.0602e-5,272.874,,typesafe/jev-1.13-20260917,gen-dec-1789843837-ah7pyZBOFNxkBM8rDtBf,,1d16b25dcca8,2026-09-19T18:50:44+0000
226,DES-227,38275,SCOPUS_ID:85068355867,10.1136/jech-2018-211936,"Monitoring epidemiological trends in back to school asthma among preschool and school-aged children using real-time syndromic surveillance in England, 2012-2016",Journal Of Epidemiology And Community Health,2019,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,FALSE,FALSE,FALSE,FALSE,TRUE,asthma; asthma exacerbation; children; emergency department; general practitioner; school; surveillance,,,TRUE,0.7,TRUE,yes,0.77,0.55,1652,50,6.9384e-5,359.949,,typesafe/jev-1.13-20260917,gen-dec-1789843837-uEPaqcZ3yO70iRKublBH,,1d16b25dcca8,2026-09-19T18:50:44+0000
227,DES-228,23994,SCOPUS_ID:85190844068,10.1097/ede.0000000000001728,"Long-term Impact of Tropical Cyclones on Disease Exacerbation among Children with Asthma in the Eastern United States, 2000-2018",Epidemiology,2024,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,TRUE,FALSE,TRUE,FALSE,Asthma; Child; Cyclonic storms; United States,,,TRUE,0.03,FALSE,no,0,1,1732,50,7.2744e-5,331.367,,typesafe/jev-1.13-20260917,gen-dec-1789843837-IimnogINcTd3tD7Tzyyt,,1d16b25dcca8,2026-09-19T18:50:44+0000
228,DES-229,22127,SCOPUS_ID:4344714811,10.1097/01.ede.0000129518.99816.e1,Case-control studies of the efficacy of cancer screening: Overcoming bias from nonrandom patterns of screening,Epidemiology,2004,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.03,FALSE,no,0,1,1514,50,6.3588e-5,337.02,,typesafe/jev-1.13-20260917,gen-dec-1789843837-gnn8rb3M6916PHCrUyT2,,1d16b25dcca8,2026-09-19T18:50:44+0000
229,DES-230,1063,SCOPUS_ID:0028268493,10.1093/oxfordjournals.aje.a117052,"Salivary cotinine, frequency of cigarette smoking, and body mass index: Findings at baseline in the lung health study",American Journal Of Epidemiology,1994,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,Body weight; Cotinine; Smoking,,,TRUE,0.03,FALSE,no,0,1,1555,50,6.531e-5,253.982,,typesafe/jev-1.13-20260917,gen-dec-1789843837-30PmgDE8YGOaDyZUdGCG,,1d16b25dcca8,2026-09-19T18:50:44+0000
230,DES-231,45720,SCOPUS_ID:85190277395,10.1016/j.ypmed.2024.107954,"Would banning menthol cigarettes, flavored cigars, and flavored e-cigarettes prompt users to seek illicit channels for obtaining them in the United States?",Preventive Medicine,2024,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,Flavor ban; Flavored cigars; Flavored e-cigarettes; Illicit channels; Illicit market; Menthol cigarettes,,,TRUE,0.84,TRUE,yes,0.94,0.89,1667,50,7.0014e-5,290.396,,typesafe/jev-1.13-20260917,gen-dec-1789843837-7vZcX5fH7W33Wyq8l3cu,,1d16b25dcca8,2026-09-19T18:50:44+0000
231,DES-232,27567,SCOPUS_ID:34047227884,10.1093/eurpub/ckl119,Are manual workers at higher risk of death than non-manual employees when living in Swedish municipalities with higher income inequality?,European Journal Of Public Health,2007,Other/None,Other/None,Other/None,Experimental,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,Attempted suicide; Income inequality; Myocardial infarction; Socio-economic position; Sweden,,,TRUE,0.04,FALSE,no,0,1,1766,50,7.4172e-5,308.106,,typesafe/jev-1.13-20260917,gen-dec-1789843837-6Lz242sGXZJKRGU29Slo,,1d16b25dcca8,2026-09-19T18:50:44+0000
232,DES-233,35441,SCOPUS_ID:0031973323,10.1136/jech.52.1.59,"Effect of varying the time frame for COOP-WONCA functional health status charts: A nested randomised controlled trial in Bristol, UK",Journal Of Epidemiology And Community Health,1998,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.78,TRUE,yes,0.94,0.88,1778,50,7.4676e-5,291.209,,typesafe/jev-1.13-20260917,gen-dec-1789843837-JCyaCHDM3dc0g12iPPZi,,1d16b25dcca8,2026-09-19T18:50:44+0000
233,DES-234,21394,SCOPUS_ID:0029962275,10.1097/00001648-199605000-00005,Job stress and preeclampsia,Epidemiology,1996,Other/None,Case-control,Case-control,Case-control,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,case-control study; job; occupation; preeclampsia; strain; stress,,,TRUE,0.03,FALSE,no,0,1,1701,50,7.1442e-5,614.249,,typesafe/jev-1.13-20260917,gen-dec-1789843837-8hGptFEjY35rPDdzVUnR,,1d16b25dcca8,2026-09-19T18:50:44+0000
234,DES-235,28178,SCOPUS_ID:84881286025,10.1093/eurpub/ckt008,Access points to the different levels of health care and demographic predictors in a country without a gatekeeping system. Results of a cross-sectional study from Austria,European Journal Of Public Health,2013,Cross-sectional,Other/None,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.93,TRUE,yes,1,0.99,1692,50,7.1064e-5,363.296,,typesafe/jev-1.13-20260917,gen-dec-1789843837-gszlRzDqedI2iAPQ97Zi,,1d16b25dcca8,2026-09-19T18:50:44+0000
235,DES-236,12815,SCOPUS_ID:85150030965,10.1016/j.amepre.2023.02.001,Time-Varying Food Retail and Incident Disease in the Cardiovascular Health Study,American Journal Of Preventive Medicine,2023,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,FALSE,TRUE,FALSE,TRUE,FALSE,,,,TRUE,0.55,TRUE,yes,0.59,0.17,1739,50,7.3038e-5,362.981,,typesafe/jev-1.13-20260917,gen-dec-1789843837-CbjzWWLq5Ohdfodirg9l,,1d16b25dcca8,2026-09-19T18:50:44+0000
236,DES-237,40880,SCOPUS_ID:0345283025,10.1016/j.ypmed.2003.09.015,A randomized trial of a family-based smoking prevention intervention in managed care,Preventive Medicine,2003,Experimental,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,Family; Managed care; Tobacco prevention; Youth,,,TRUE,0.53,TRUE,yes,0.58,0.17,1681,50,7.0602e-5,295.202,,typesafe/jev-1.13-20260917,gen-dec-1789843837-wEBGBBhyaIcxg0dmQq3n,,1d16b25dcca8,2026-09-19T18:50:44+0000
237,DES-238,45273,SCOPUS_ID:85121848541,10.1016/j.ypmed.2021.106915,"The association between fast-food outlet proximity and density and Body Mass Index: Findings from 147,027 Lifelines Cohort Study participants",Preventive Medicine,2022,Cohort,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,FALSE,TRUE,FALSE,TRUE,FALSE,Body Mass Index; Body Weight; Built environment; Fast foods,,,TRUE,0.05,FALSE,no,0,1,1869,50,7.8498e-5,228.878,,typesafe/jev-1.13-20260917,gen-dec-1789843837-8kH5XyZsagXvwbVeSrxa,,1d16b25dcca8,2026-09-19T18:50:44+0000
238,DES-239,44996,SCOPUS_ID:85097799481,10.1016/j.ypmed.2020.106316,"Effects of e-cigarette use on cigarette smoking among U.S. youth, 2004–2018",Preventive Medicine,2021,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,FALSE,TRUE,FALSE,TRUE,FALSE,Adolescent; Cigarette smoking; E-cigarettes; Tobacco use,,,TRUE,0.04,FALSE,no,0,1,1812,50,7.6104e-5,287.101,,typesafe/jev-1.13-20260917,gen-dec-1789843837-RAb82IxuiT213gOcxkiC,,1d16b25dcca8,2026-09-19T18:50:44+0000
239,DES-240,20170,SCOPUS_ID:85070646385,10.2105/ajph.2019.305168,"Effect of the Affordable Care Act’s medicaid expansions on food security, 2010–2016",American Journal Of Public Health,2019,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.9,TRUE,yes,0.97,0.94,1639,50,6.8838e-5,259.98900000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843837-79Hr1I0kfXvwXW7S7JHr,,1d16b25dcca8,2026-09-19T18:50:44+0000
240,DES-241,23630,SCOPUS_ID:85083041258,10.1097/ede.0000000000001161,A Graphical Catalog of Threats to Validity: Linking Social Science with Epidemiology,Epidemiology,2020,Other/None,Other/None,Other/None,Quasi-experimental,Quasi-experimental,Quasi-experimental,TRUE,TRUE,FALSE,TRUE,FALSE,Causal inference; Directed acyclic graph; Epidemiologic methods; Quasi-experimental designs; The Campbell tradition; Threats to validity,,,TRUE,0.03,FALSE,no,0,1,1598,50,6.7116e-5,540.2900000000001,,typesafe/jev-1.13-20260917,gen-dec-1789843837-X0sEgSZpOp0Cc2PfHZsj,,1d16b25dcca8,2026-09-19T18:50:44+0000
241,DES-242,40704,SCOPUS_ID:0036353591,10.1006/pmed.2001.0970,"The population consumption model, alcohol control practices, and alcohol-related traffic fatalities",Preventive Medicine,2002,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,TRUE,Alcohol accessibility; Alcohol policy; Traffic fatalities,,,TRUE,0.98,TRUE,yes,1,1,1655,50,6.951e-5,251.15900000000002,,typesafe/jev-1.13-20260917,gen-dec-1789843837-TdkJtglCqiZfuO5bv9Tj,,1d16b25dcca8,2026-09-19T18:50:44+0000
242,DES-243,10984,SCOPUS_ID:84994161556,10.1016/j.amepre.2016.05.008,School Obesity Prevention Policies and Practices in Minnesota and Student Outcomes: A Longitudinal Cohort Study,American Journal Of Preventive Medicine,2016,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,TRUE,TRUE,FALSE,FALSE,,,,TRUE,0.17,FALSE,no,0.06,0.87,1674,50,7.0308e-5,312.03999999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843837-an1tHcsSwtaLcwvxzu3g,,1d16b25dcca8,2026-09-19T18:50:44+0000
243,DES-244,28372,SCOPUS_ID:84922474802,10.1093/eurpub/cku043,Public health in the 21st century: Working differently means leading and learning differently,European Journal Of Public Health,2014,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,FALSE,FALSE,FALSE,FALSE,TRUE,,,,TRUE,0.7,TRUE,yes,0.8,0.61,1643,50,6.9006e-5,356.771,,typesafe/jev-1.13-20260917,gen-dec-1789843838-LYGjnRp7jvb6qRUvP65e,,1d16b25dcca8,2026-09-19T18:50:44+0000
244,DES-245,21645,SCOPUS_ID:0033025118,10.1097/00001648-199907000-00018,Hormone replacement therapy and colon cancer among members of a health maintenance organization,Epidemiology,1999,Other/None,Case-control,Case-control,Other/None,Case-control,Case-control,FALSE,FALSE,FALSE,FALSE,FALSE,Colon cancer; Colorectal neoplasms; Estrogen replacement therapy; Hormone replacement therapy; Menopause,,,TRUE,0.03,FALSE,no,0,1,1719,50,7.2198e-5,358.987,,typesafe/jev-1.13-20260917,gen-dec-1789843838-jzJjEscnxR2qwyyhXqh7,,1d16b25dcca8,2026-09-19T18:50:44+0000
245,DES-246,33857,SCOPUS_ID:85077222152,10.1093/ije/dyz157,"Assessing longer-term effectiveness of a combined household-level piped water and sanitation intervention on child diarrhoea, acute respiratory infection, soil-transmitted helminth infection and nutritional status: A matched cohort study in rural Odisha, India",International Journal Of Epidemiology,2019,Cohort,Cohort,Cohort,Other/None,Cohort,Cohort,FALSE,FALSE,FALSE,FALSE,FALSE,diarrhoea; on-premise piped water; Sanitation; soil-transmitted helminth infection; stunting,,,TRUE,0.06,FALSE,no,0,1,1800,50,7.56e-5,279.60200000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843838-dgTJcoo72qDyZMYDjrNy,,1d16b25dcca8,2026-09-19T18:50:44+0000
246,DES-247,12041,SCOPUS_ID:85084750443,10.1016/j.amepre.2020.02.022,Rhode Island Human Papillomavirus Vaccine School Entry Requirement Using Provider-Verified Report,American Journal Of Preventive Medicine,2020,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Other/None,FALSE,TRUE,FALSE,TRUE,TRUE,,,,TRUE,0.91,TRUE,yes,0.99,0.98,1729,50,7.2618e-5,333.957,,typesafe/jev-1.13-20260917,gen-dec-1789843838-HTobsH3CmEbTSznML13c,,1d16b25dcca8,2026-09-19T18:50:44+0000
247,DES-248,18314,SCOPUS_ID:84857271411,10.2105/ajph.2011.300484,Suicide incidence and risk factors in an active duty US military population,American Journal Of Public Health,2012,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.22,FALSE,no,0.11,0.79,1605,50,6.741e-5,266.938,,typesafe/jev-1.13-20260917,gen-dec-1789843838-9lXIExmvVPHXYjimgHGW,,1d16b25dcca8,2026-09-19T18:50:44+0000
248,DES-249,30090,SCOPUS_ID:0025113261,10.1093/ije/19.supplement_1.s32,Protective dietary factors and lung cancer,International Journal Of Epidemiology,1990,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,0.05,FALSE,no,0,1,1747,50,7.3374e-5,263.027,,typesafe/jev-1.13-20260917,gen-dec-1789843838-IgITdNYy04p50YW05uyt,,1d16b25dcca8,2026-09-19T18:50:44+0000
249,DES-250,40368,SCOPUS_ID:0034025282,10.1006/pmed.2000.0658,Health-promoting behaviors among adults with type 2 diabetes: Findings from the health and retirement study,Preventive Medicine,2000,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,FALSE,FALSE,FALSE,FALSE,FALSE,Diabetes; Diet; Exercise; Weight loss,,,TRUE,0.55,TRUE,yes,0.6,0.19,1635,50,6.867e-5,422.341,,typesafe/jev-1.13-20260917,gen-dec-1789843838-BHCoq0i6xKosUfyI3GVX,,1d16b25dcca8,2026-09-19T18:50:44+0000
