source_row,scopus_id,doi,title,journal,publication_year,keywords,corresponding_author_country,cited_by_count,policy_claim_via_terms,DB review,DB notes...12,EC review,EC notes,DB notes...15,...16,MW review,MW notes,discrepant?,db re-review,llm_policy_claim,reasoning,EC re-review,EC reasoning,...25,agreed_gold_standard,agreed_gold_standard_with_exclusions,exclusion reason,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
93,SCOPUS_ID:33947211169,10.1093/aje/kwk063,"Smoking, hypertension, alcohol consumption, and risk of abdominal aortic aneurysm in men",American Journal of Epidemiology,2007,"['Alcoholic beverages', 'Aorta', 'Aortic aneurysm', 'Ethanol', 'Risk factors', 'Smoking']",United States,81,FALSE,FALSE,,FALSE,,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.02,FALSE,no,0,1,1690,50,7.098e-5,272.853,,typesafe/jev-1.13-20260917,gen-dec-1789843875-qp4JIqWdIQn5eyEmHMyL,,1d16b25dcca8,2026-09-19T18:51:19+0000
94,SCOPUS_ID:0036301558,10.1093/ije/31.3.587,An ecologic study of protective equipment and injury in two contact sports,International Journal of Epidemiology,2002,"['Football', 'Protective devices', 'Rugby Union', 'Sports injuries']",United States,48,FALSE,FALSE,,FALSE,,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.24,FALSE,no,0.08,0.85,1705,50,7.161e-5,259.40000000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843875-olRJj69WqFJ7SkB00ZLi,,1d16b25dcca8,2026-09-19T18:51:19+0000
95,SCOPUS_ID:85169087027,10.1093/eurpub/ckad083,Impact of a sugar-sweetened beverage tax on sugar producers in Ukraine,European Journal of Public Health,2023,[],United States,0,FALSE,TRUE,interesting negation of a policy success claim,TRUE,,,,,,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.3,FALSE,no,0.19,0.62,1543,50,6.4806e-5,239.259,,typesafe/jev-1.13-20260917,gen-dec-1789843875-Lnp3KQ1hcmnG82nxV9xo,,1d16b25dcca8,2026-09-19T18:51:19+0000
96,SCOPUS_ID:85040574830,10.1093/aje/kwx193,Bias in Hazard Ratios Arising from Misclassification According to Self-Reported Weight and Height in Observational Studies of Body Mass Index and Mortality,American Journal of Epidemiology,2018,"['body mass index', 'body weight', 'epidemiologic methods', 'mortality', 'NHANES', 'obesity', 'overweight', 'self-report']",United States,39,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.05,FALSE,no,0,1,1688,50,7.0896e-5,325.458,,typesafe/jev-1.13-20260917,gen-dec-1789843875-sojLLdXvIpiyd6Y3wIYq,,1d16b25dcca8,2026-09-19T18:51:19+0000
97,SCOPUS_ID:85072058175,10.1093/aje/kwz134,A Cross-Sectional Analysis of Telomere Length and Sleep in the Women's Health Initiative,American Journal of Epidemiology,2019,"['sleep', 'sleep disturbance', 'sleep duration', 'telomere length', ""Women's Health Initiative""]",United States,20,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.03,FALSE,no,0,1,1726,50,7.2492e-5,447.364,,typesafe/jev-1.13-20260917,gen-dec-1789843875-CiBCrf2Pm1OvgHrkUDPT,,1d16b25dcca8,2026-09-19T18:51:19+0000
98,SCOPUS_ID:77951226515,10.2105/AJPH.2009.177345,"Perinatal outcomes for Asian, native Hawaiian, and other Pacific Islander mothers of single and multiple race/ethnicity: California and Hawaii, 2003-2005",American Journal of Public Health,2010,[],United States,43,FALSE,TRUE,,,,,,TRUE,Strategies to improve birth outcomes for API mothers should consider variations in risk by API subgroup and multiple race/ethnicity.,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.89,TRUE,yes,0.99,0.98,1721,50,7.2282e-5,240.761,,typesafe/jev-1.13-20260917,gen-dec-1789843875-tCA1uy1wor9XmlNxCJsn,,1d16b25dcca8,2026-09-19T18:51:19+0000
99,SCOPUS_ID:84871329834,10.1016/j.amepre.2012.10.002,Breast cancer risk prediction and mammography biopsy decisions: A model-based study,American Journal of Preventive Medicine,2013,[],United States,12,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.08,FALSE,no,0,0.99,1743,50,7.3206e-5,253.581,,typesafe/jev-1.13-20260917,gen-dec-1789843875-J6Myh5ENFEW79fp7hsLB,,1d16b25dcca8,2026-09-19T18:51:19+0000
100,SCOPUS_ID:85204380600,10.1136/jech-2024-222040,Impact of early childhood infection on child development and school performance: a population-based study,Journal of Epidemiology & Community Health,2024,[],United Kingdom,1,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.03,FALSE,no,0,1,1817,50,7.6314e-5,262.66499999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843875-cqOElcewAWApOIi8AihB,,1d16b25dcca8,2026-09-19T18:51:19+0000
101,SCOPUS_ID:77952276406,10.2105/AJPH.2009.160002,Herpes zoster and exposure to the varicella zoster virus in an era of varicella vaccination,American Journal of Public Health,2010,[],United States,36,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.03,FALSE,no,0,1,1624,50,6.8208e-5,298.668,,typesafe/jev-1.13-20260917,gen-dec-1789843875-4vb0nxAdIgW7K9nFm68v,,1d16b25dcca8,2026-09-19T18:51:19+0000
102,SCOPUS_ID:3242669926,10.1093/aje/kwh195,Relative risk of mortality in the physically inactive is underestimated because of real changes in exposure level during follow-up,American Journal of Epidemiology,2004,"['Behavior', 'Exercise', 'Follow-up studies', 'Mortality']",Denmark,77,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.04,FALSE,no,0,1,1622,50,6.8124e-5,346.921,,typesafe/jev-1.13-20260917,gen-dec-1789843875-pPGFcerfuyZEkKhuHveP,,1d16b25dcca8,2026-09-19T18:51:19+0000
103,SCOPUS_ID:0026322770,10.2105/AJPH.81.9.1121,Is coronary-care-unit admission restricted for elderly patients? A multicenter study,American Journal of Public Health,1991,[],United States,37,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.07,FALSE,no,0,0.99,1695,50,7.119e-5,331.50800000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843875-nvohExYnITbnwb41ukf8,,1d16b25dcca8,2026-09-19T18:51:19+0000
104,SCOPUS_ID:70749122175,10.1016/j.ypmed.2009.09.017,Oral language comprehension assessment among elderly: A population based study in Brazil,Preventive Medicine,2009,"['Ageing', 'Cognitive function', 'Oral comprehension', 'Token test']",Brazil,13,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.03,FALSE,no,0,1,1618,50,6.7956e-5,279.62,,typesafe/jev-1.13-20260917,gen-dec-1789843875-78cvry0r3I52rcIbed6u,,1d16b25dcca8,2026-09-19T18:51:19+0000
105,SCOPUS_ID:84867003072,10.1093/eurpub/ckr104,"Good friends, high income or resilience? What matters most for Elderly patients?",European Journal of Public Health,2012,[],Netherlands,22,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.06,FALSE,no,0,1,1731,50,7.2702e-5,278.812,,typesafe/jev-1.13-20260917,gen-dec-1789843875-6IxseK7mh63WKQsmFm4k,,1d16b25dcca8,2026-09-19T18:51:19+0000
106,SCOPUS_ID:85025662016,10.1016/j.amepre.2017.05.019,Yoga for Military Veterans with Chronic Low Back Pain: A Randomized Clinical Trial,American Journal of Preventive Medicine,2017,[],United States,65,FALSE,TRUE,,,,,,TRUE,The findings support wider implementation of yoga programs for veterans.,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.89,TRUE,yes,0.99,0.98,1841,50,7.7322e-5,247.334,,typesafe/jev-1.13-20260917,gen-dec-1789843875-LIskdLTUmDV1k7XmWKh6,,1d16b25dcca8,2026-09-19T18:51:19+0000
107,SCOPUS_ID:84940038714,10.1097/EDE.0000000000000350,To Treat or to Prevent?: Reducing the Population Burden of Violence-related Post-traumatic Stress Disorder,Epidemiology,2015,[],United States,20,FALSE,FALSE,,,,,,TRUE,This study provides an empirically informed demonstration that investment in combined strategies that target social determinants of mental illness and provide evidence-based treatment to those affected by psychiatric disorders can produce larger reductions in the population burden from violence-related PTSD than either preventive or treatment interventions alone,,,TRUE,,FALSE,,,FALSE,FALSE,,TRUE,0.65,TRUE,yes,0.65,0.3,1718,50,7.2156e-5,283.76800000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843875-dIx5tNZqzeEgW86WFMgo,,1d16b25dcca8,2026-09-19T18:51:19+0000
108,SCOPUS_ID:0027787349,10.1093/ije/22.6.1056,Gender differential in all-cause and cardiovascular disease mortality,International Journal of Epidemiology,1993,[],United Kingdom,54,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.02,FALSE,no,0,1,1771,50,7.4382e-5,615.917,,typesafe/jev-1.13-20260917,gen-dec-1789843875-SVyNlKkUKbOybrBy7HEm,,1d16b25dcca8,2026-09-19T18:51:19+0000
109,SCOPUS_ID:0029933963,10.1007/BF00144421,Unusual features in the epidemiology of Lyme borreliosis,European Journal of Epidemiology,1996,"['Burgdorferi', 'Erythema migrans', 'Lyme borreliosis']",Bulgaria,7,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,Abstract likley truncated,,FALSE,FALSE,,TRUE,0.03,FALSE,no,0,1,1485,50,6.237e-5,280.401,,typesafe/jev-1.13-20260917,gen-dec-1789843875-zru4Ri2lrk6rVEy2lIt3,,1d16b25dcca8,2026-09-19T18:51:19+0000
110,SCOPUS_ID:84907336726,10.1016/j.ypmed.2014.08.015,"The association of major patterns of physical activity, sedentary behavior and sleep with health-related quality of life: A cohort study",Preventive Medicine,2014,"['Health-related quality of life', 'Physical activity', 'Sedentary behavior', 'Sleep', 'Spain']",Chile,47,FALSE,TRUE,,,,,,TRUE,a pattern defined by sedentary behavior with diurnal sleep showed worse HRQL and should be a priority target of preventive interventions.,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.89,TRUE,yes,0.99,0.98,1778,50,7.4676e-5,313.08200000000005,,typesafe/jev-1.13-20260917,gen-dec-1789843875-vw5afjXiAQjFv9QO0VZG,,1d16b25dcca8,2026-09-19T18:51:19+0000
111,SCOPUS_ID:85105814926,10.1016/j.ypmed.2021.106617,The value of adding a single co-test in HPV primary screening,Preventive Medicine,2021,"['Cervical intraepithelial neoplasia', 'Early detection of cancer', 'Human papillomavirus', 'Screening', 'Uterine cervical neoplasms']",Sweden,4,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.21,FALSE,no,0.06,0.87,1648,50,6.9216e-5,281.66799999999995,,typesafe/jev-1.13-20260917,gen-dec-1789843875-b4RtEUBy8XHVgVNc573F,,1d16b25dcca8,2026-09-19T18:51:19+0000
112,SCOPUS_ID:84950266705,10.1093/aje/kwv152,The Impact of Sparse Follow-up on Marginal Structural Models for Time-to-Event Data,American Journal of Epidemiology,2015,"['available-case analysis', 'last observation carried forward', 'marginal structural models', 'missing data', 'multiple imputation', 'survival analysis']",Canada,8,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.03,FALSE,no,0,1,1601,50,6.7242e-5,315.88300000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843876-oSDMmW735J0flvh8xTAl,,1d16b25dcca8,2026-09-19T18:51:19+0000
113,SCOPUS_ID:63149172821,10.2105/AJPH.2008.146571,Psychosocial care for women survivors of the tsunami disaster in India,American Journal of Public Health,2009,[],United States,41,FALSE,TRUE,,,,,,TRUE,should be an integral component of disaster response in resource-poor countries.,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.96,TRUE,yes,1,1,1612,50,6.7704e-5,292.83799999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843876-WYhNQkhEkX4rtZag0iLo,,1d16b25dcca8,2026-09-19T18:51:19+0000
114,SCOPUS_ID:0031661866,10.2105/AJPH.88.10.1503,Misclassification rates for current smokers misclassified as nonsmokers,American Journal of Public Health,1998,[],United States,157,FALSE,TRUE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.16,FALSE,no,0.08,0.85,1616,50,6.7872e-5,287.00100000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843876-KIzYqxH7UIW7ecvGfOFC,,1d16b25dcca8,2026-09-19T18:51:19+0000
115,SCOPUS_ID:85033381429,10.1016/j.ypmed.2017.10.035,Modifiable predictors of insufficient sleep durations: A longitudinal analysis of youth in the COMPASS study,Preventive Medicine,2018,"['Adolescents', 'Bullying', 'Longitudinal', 'Screen use', 'Sleep', 'Sleep duration', 'Youth']",Canada,32,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.06,FALSE,no,0,1,1708,50,7.1736e-5,293.845,,typesafe/jev-1.13-20260917,gen-dec-1789843876-MtwdgUz6kM3pZ8KePg4t,,1d16b25dcca8,2026-09-19T18:51:19+0000
116,SCOPUS_ID:85014802814,10.1093/aje/kww129,Improving estimates of numbers of children with severe acute malnutrition using cohort and survey data,American Journal of Epidemiology,2016,"['Disease burden', 'Incidence', 'Malnutrition', 'Prevalence', 'Severe acute malnutrition']",United States,22,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.31,FALSE,no,0.31,0.38,1643,50,6.9006e-5,444.654,,typesafe/jev-1.13-20260917,gen-dec-1789843876-I1c83uzAcn81jADsSLNL,,1d16b25dcca8,2026-09-19T18:51:19+0000
117,SCOPUS_ID:85153610705,10.1016/j.amepre.2023.03.006,Effectiveness of the National Diabetes Prevention Program After Gestational Diabetes,American Journal of Preventive Medicine,2023,[],United States,1,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.28,FALSE,no,0.17,0.65,1816,50,7.6272e-5,329.489,,typesafe/jev-1.13-20260917,gen-dec-1789843876-NRhVU2Zoo5B97Wge8vXI,,1d16b25dcca8,2026-09-19T18:51:19+0000
118,SCOPUS_ID:85203007053,10.1016/j.ypmed.2024.108125,Relationship between participation in projects of incentives to promote walking and healthy aging among the older population: A four-year longitudinal study,Preventive Medicine,2024,"['Actigraphy feedback', 'Healthy life expectancy', 'Incentives', 'Long-term care', 'Motivation', 'Risk ratio']",Japan,0,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.19,FALSE,no,0.07,0.87,1799,50,7.5558e-5,357.236,,typesafe/jev-1.13-20260917,gen-dec-1789843876-Go1tW8MbNSwETjj0HOaI,,1d16b25dcca8,2026-09-19T18:51:19+0000
119,SCOPUS_ID:85041402164,10.1016/j.ypmed.2018.01.017,Internet little cigar and cigarillo vendors: Surveillance of sales and marketing practices via website content analysis,Preventive Medicine,2018,"['Cigars', 'Internet', 'Tobacco', 'Tobacco Industry', 'Tobacco Products']",United States,11,FALSE,TRUE,,,,,,TRUE,"Federal bans on flavored cigarettes and restrictions on age verification, payment, and shipping for Internet tobacco sales should be extended to include LCCs.",,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.99,TRUE,yes,1,1,1723,50,7.2366e-5,261.424,,typesafe/jev-1.13-20260917,gen-dec-1789843876-pQ3oWopy1JFpWHtjfnXE,,1d16b25dcca8,2026-09-19T18:51:19+0000
120,SCOPUS_ID:0028032014,10.1093/oxfordjournals.aje.a116980,Prevalence of low birth weight among hispanic infants with united states-born and foreign-born mothers: The effect of urban poverty,American Journal of Epidemiology,1994,"['Birth weight', 'Hispanic Americans', 'Poverty']",United States,153,FALSE,TRUE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.04,FALSE,no,0,1,1695,50,7.119e-5,307.291,,typesafe/jev-1.13-20260917,gen-dec-1789843876-6wzQFQg3mGl0MyeCkkr1,,1d16b25dcca8,2026-09-19T18:51:19+0000
121,SCOPUS_ID:85148892048,10.1016/j.amepre.2023.01.039,Spillover After Mammography Guideline Change: Evidence From State-Level Trends,American Journal of Preventive Medicine,2023,[],United States,1,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.61,TRUE,yes,0.57,0.14,1666,50,6.9972e-5,348.497,,typesafe/jev-1.13-20260917,gen-dec-1789843876-IXv8Hjt8SSnCEWXFUHec,,1d16b25dcca8,2026-09-19T18:51:19+0000
122,SCOPUS_ID:84868300097,10.1016/j.ypmed.2012.08.021,Relationship between physical activity and general mental health,Preventive Medicine,2012,"['Cross-sectional', 'Dose-response', 'Exercise', 'Health Information National Trends Survey', 'HINTS', 'Mental health', 'Physical activity', 'Population']",United States,108,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.04,FALSE,no,0,1,1639,50,6.8838e-5,373.171,,typesafe/jev-1.13-20260917,gen-dec-1789843876-LjrFdALA3ByIiUEknmNz,,1d16b25dcca8,2026-09-19T18:51:19+0000
123,SCOPUS_ID:8544255516,10.1023/A:1007369203648,"Awareness, treatment and control of hyperlipidaemia, hypertension and diabetes mellitus in a selected population of southern Italy",European Journal of Epidemiology,1997,"['Atherosclerosis', 'Awareness', 'Diabetes Mellitus', 'Hyperlipidaemia', 'Hypertension']",Italy,43,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.04,FALSE,no,0,1,1799,50,7.5558e-5,307.818,,typesafe/jev-1.13-20260917,gen-dec-1789843876-lK4dzgwvCQo0UuzElkXp,,1d16b25dcca8,2026-09-19T18:51:19+0000
124,SCOPUS_ID:0027319802,10.1016/s0749-3797(18)30729-3,Cost-effectiveness of two nurse-led programs to teach breast self- examination,American Journal of Preventive Medicine,1993,[],United States,8,FALSE,TRUE,,,,,,FALSE,,,,FALSE,,FALSE,I read this as a methodological recommendation rather than a policy recommendation,,FALSE,FALSE,,TRUE,0.68,TRUE,yes,0.73,0.45,1773,50,7.4466e-5,288.51300000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843876-klXHuoQLsNFw6rX94TUr,,1d16b25dcca8,2026-09-19T18:51:19+0000
125,SCOPUS_ID:0025031812,10.1097/00001648-199001000-00010,No adjustments are needed for multiple comparisons,Epidemiology,1990,"['Multiple comparisons', 'Null hypothesis', 'Significance testing', 'Statistics']",Unknown,4631,FALSE,FALSE,,,,,,TRUE,A policy of not making adjustments for multiple comparisons is preferable because it will lead to fewer errors of interpretation when the data under evaluation are not random numbers but actual observations on nature,,,TRUE,,FALSE,,,FALSE,FALSE,,TRUE,0.83,TRUE,yes,0.93,0.86,1545,50,6.489e-5,349.21799999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843876-uulyI0EEU1tAQ71L7DZ0,,1d16b25dcca8,2026-09-19T18:51:19+0000
126,SCOPUS_ID:79953168900,10.1016/j.ypmed.2010.07.006,Evaluation of policies to promote physical activity in afterschool programs: Are we meeting current benchmarks?,Preventive Medicine,2010,"['Adolescents', 'Benchmark', 'Children', 'Moderate-to-vigorous']",United States,52,FALSE,TRUE,,,,,,TRUE,"Thus, concerted effort towards building a stronger ASP evidence-base for policy refinement is required",,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.72,TRUE,yes,0.8,0.6,1678,50,7.0476e-5,289.17900000000003,,typesafe/jev-1.13-20260917,gen-dec-1789843876-KwUvy14ScOiwL3vPxEzG,,1d16b25dcca8,2026-09-19T18:51:19+0000
127,SCOPUS_ID:85152168730,10.1136/jech-2022-220009,Gender identity and sexual orientation: A glossary,Journal of Epidemiology & Community Health,2023,"['Gender Identity', 'Health inequalities', 'Public Health', 'Sexual Health']",Australia,3,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.2,FALSE,no,0.08,0.84,1502,50,6.3084e-5,295.045,,typesafe/jev-1.13-20260917,gen-dec-1789843876-vYfZJQHCJlBge3RaORgk,,1d16b25dcca8,2026-09-19T18:51:19+0000
128,SCOPUS_ID:84894083669,10.2105/AJPH.2013.301600,Suicidal ideation among community-dwelling adults in the United States,American Journal of Public Health,2014,[],United States,50,FALSE,TRUE,,,,,,TRUE,"These results have important implications for developing specific suicide prevention strategies that help screen, assess, and treat suicidal adults at the earliest possible time",,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.89,TRUE,yes,0.99,0.98,1623,50,6.8166e-5,295.33,,typesafe/jev-1.13-20260917,gen-dec-1789843876-Dpar8ZDMLs9hky1ct7Oa,,1d16b25dcca8,2026-09-19T18:51:19+0000
129,SCOPUS_ID:84945476876,10.1016/j.amepre.2015.04.019,"Measles, Mumps, and Rubella Titers in Air Force Recruits: Below Herd Immunity Thresholds?",American Journal of Preventive Medicine,2015,[],United States,9,FALSE,TRUE,,,,,,TRUE,"In order to reduce the incidence of mumps infections, the Department of Defense should consider obtaining antibody titers for measles, mumps, and rubella and vaccinating all individuals susceptible to one or more of the viruses.",,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.98,TRUE,yes,1,1,1732,50,7.2744e-5,251.263,,typesafe/jev-1.13-20260917,gen-dec-1789843876-QJJpd29RXVIdzB8V649M,,1d16b25dcca8,2026-09-19T18:51:19+0000
130,SCOPUS_ID:0031706171,10.1136/jech.52.10.645,"Reproductive factors and fatal hip fractures. A Norwegian prospective study of 63,000 women",Journal of Epidemiology & Community Health,1998,[],Norway,15,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.03,FALSE,no,0,1,1629,50,6.8418e-5,220.232,,typesafe/jev-1.13-20260917,gen-dec-1789843876-AqAsRvlDv7Cwr2pMmHhy,,1d16b25dcca8,2026-09-19T18:51:19+0000
131,SCOPUS_ID:0033795188,10.2105/AJPH.90.10.1526,Childhood mortality impact and costs of integrating vitamin A supplementation into immunization campaigns,American Journal of Public Health,2000,[],United States,45,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.04,FALSE,no,0,1,1614,50,6.7788e-5,343.999,,typesafe/jev-1.13-20260917,gen-dec-1789843876-TVMid7LuKJ0XE1s6ecIY,,1d16b25dcca8,2026-09-19T18:51:19+0000
132,SCOPUS_ID:37249052337,10.1093/eurpub/ckm036,"Alcohol drinking, consumption patterns and breast cancer among Danish nurses: A cohort study",European Journal of Public Health,2007,"['Alcohol', 'Breast cancer', 'Drinking pattern']",Denmark,56,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.04,FALSE,no,0,1,1666,50,6.9972e-5,498.564,,typesafe/jev-1.13-20260917,gen-dec-1789843876-xkEz8xkNsTLpHzopBvDP,,1d16b25dcca8,2026-09-19T18:51:19+0000
133,SCOPUS_ID:84888263427,10.2105/AJPH.2013.301632,New to care: Demands on a health system when homeless veterans are enrolled in a medical home model,American Journal of Public Health,2013,[],United States,45,FALSE,TRUE,,,,,,TRUE,High-intensity primary care and access to specialty care services could reduce ED use.,,,TRUE,,TRUE,,,TRUE,TRUE,,TRUE,0.48,FALSE,yes,0.54,0.07,1693,50,7.1106e-5,258.1,,typesafe/jev-1.13-20260917,gen-dec-1789843876-O0nQVglZFm1cRteWFieF,,1d16b25dcca8,2026-09-19T18:51:19+0000
134,SCOPUS_ID:85083882682,10.1093/aje/kwz284,"Hospital Records of Pain, Fatigue, or Circulatory Symptoms in Girls Exposed to Human Papillomavirus Vaccination: Cohort, Self-Controlled Case Series, and Population Time Trend Studies",American Journal of Epidemiology,2020,"['epidemiologic research design', 'papillomavirus', 'vaccination', 'vaccines']",Denmark,20,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.04,FALSE,no,0,1,1691,50,7.1022e-5,290.896,,typesafe/jev-1.13-20260917,gen-dec-1789843876-GDQg9m9qpVyWBMF1FjWu,,1d16b25dcca8,2026-09-19T18:51:19+0000
135,SCOPUS_ID:84959479353,10.1016/j.amepre.2015.07.012,Lifestyle Intervention for People with Severe Obesity and Serious Mental Illness,American Journal of Preventive Medicine,2016,[],United States,33,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.05,FALSE,no,0,1,1769,50,7.4298e-5,293.311,,typesafe/jev-1.13-20260917,gen-dec-1789843876-kFsQDHnbZyhmcKZRoaP1,,1d16b25dcca8,2026-09-19T18:51:20+0000
136,SCOPUS_ID:0030957690,10.1097/00001648-199707000-00010,Risk factors for work-related violent victimization,Epidemiology,1997,"['Case-control study', 'Ethnicity', 'Gender', 'Nonfatal', 'Occupational', 'Public health', 'Race', 'Violence', 'Work-related']",United States,16,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,Abstract likely truncated,,FALSE,,truncated abstract,TRUE,0.02,FALSE,no,0,1,1697,50,7.1274e-5,322.813,,typesafe/jev-1.13-20260917,gen-dec-1789843876-Nl5Q2iLUpASlBjSjZ7Dc,,1d16b25dcca8,2026-09-19T18:51:20+0000
137,SCOPUS_ID:0030972541,10.1093/oxfordjournals.aje.a009170,Families and natural history of lipids in childhood: An 18-year follow- up study,American Journal of Epidemiology,1997,"['adolescence', 'family', 'lipids', 'natural history']",Netherlands,22,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.04,FALSE,no,0,1,1847,50,7.7574e-5,268.13300000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843876-3HFRBVZHelhWxO0A3IwC,,1d16b25dcca8,2026-09-19T18:51:20+0000
138,SCOPUS_ID:77951236082,10.2105/AJPH.2009.176222,Ke Ã€no Ola: Moloka Ì€i's community-based healthy lifestyle modification program,American Journal of Public Health,2010,[],United States,8,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.05,FALSE,no,0,1,1576,50,6.6192e-5,408.101,,typesafe/jev-1.13-20260917,gen-dec-1789843876-CugeOzZGSH5Am92fswyS,,1d16b25dcca8,2026-09-19T18:51:20+0000
139,SCOPUS_ID:0033178882,10.1093/oxfordjournals.aje.a009996,"Increased effects of smoking and obesity on asthma among female Canadians: The National Population Health Survey, 1994-1995",American Journal of Epidemiology,1999,"['Allergy', 'Asthma', 'Body mass index', 'Income', 'Risk', 'Sex', 'Smoking']",Canada,227,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.02,FALSE,no,0,1,1623,50,6.8166e-5,248.538,,typesafe/jev-1.13-20260917,gen-dec-1789843876-WrDlJSfeu5mUJG0lbOrb,,1d16b25dcca8,2026-09-19T18:51:20+0000
140,SCOPUS_ID:84871996226,10.1016/j.ypmed.2012.10.014,Acceptability of standing workstations in elementary schools: A pilot study,Preventive Medicine,2013,"['Accelerometer', 'ActivPAL', 'Physical activity', 'Sedentary', 'Sitting', 'Standing desks']",New Zealand,51,FALSE,FALSE,,,,,,FALSE,,,,FALSE,,FALSE,,,FALSE,FALSE,,TRUE,0.09,FALSE,no,0.01,0.99,1721,50,7.2282e-5,438.22499999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843877-RFbm5rAEAiTU8z9yxVWl,,1d16b25dcca8,2026-09-19T18:51:20+0000
