source_row,review_id,scopus_id,doi,title,journal,keywords,DB_policy_claim,db notes,EC_policy_claim,ec notes,concordance,...13,...14,db_double_checked,...16,ok,jev_p_yes,jev_policy_claim,jev_choice,jev_choice_p_yes,jev_choice_confidence,jev_input_tokens,jev_output_tokens,jev_cost_usd,jev_latency_ms,jev_attempts,jev_model,jev_request_id,jev_error,jev_questions_hash,jev_timestamp
110,S400-111,SCOPUS_ID:84880155431,10.2105/AJPH.2013.301429,State politics and the creation of health insurance exchanges,American Journal Of Public Health,[],TRUE,non-emperical,TRUE,,,,,,,TRUE,0.92,TRUE,yes,0.99,0.99,1456,50,6.1152e-5,291.637,,typesafe/jev-1.13-20260917,gen-dec-1789843886-fu3LkNHgEUq6avxVfDxQ,,1d16b25dcca8,2026-09-19T18:51:30+0000
111,S400-112,SCOPUS_ID:0033911501,10.1016/S0749-3797(00)00183-5,The cost to providers of participating in an immunization registry,American Journal Of Preventive Medicine,[],FALSE,borderline,FALSE,,,,,,,TRUE,0.65,TRUE,yes,0.75,0.51,1640,50,6.888e-5,307.44899999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843886-Yg3JNPhRaFKpnfuSvbzf,,1d16b25dcca8,2026-09-19T18:51:30+0000
112,S400-113,SCOPUS_ID:84958244588,10.1016/j.ypmed.2016.01.022,Triglyceride-glucose index (TyG index) in comparison with fasting plasma glucose improved diabetes prediction in patients with normal fasting glucose: The Vascular-Metabolic CUN cohort,Preventive Medicine,"['Glucose', 'Insulin resistance', 'Prevention', 'Risk factor', 'Triglycerides', 'Type 2 diabetes']",FALSE,,FALSE,,,,,,,TRUE,0.06,FALSE,no,0,0.99,1809,50,7.5978e-5,332.25300000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843886-pLjpdchx6ULqtoJhQ2gP,,1d16b25dcca8,2026-09-19T18:51:30+0000
113,S400-114,SCOPUS_ID:0030829999,10.2105/AJPH.87.9.1515,Mortality in Chicago attributed to the July 1995 heat wave,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.05,FALSE,no,0,1,1516,50,6.3672e-5,269.734,,typesafe/jev-1.13-20260917,gen-dec-1789843886-upqUGV63oYFAMyHEzLHl,,1d16b25dcca8,2026-09-19T18:51:30+0000
114,S400-115,SCOPUS_ID:0026563526,10.1093/oxfordjournals.aje.a116270,Cigarette smoking and the risk of anogenital cancer,American Journal Of Epidemiology,"['Anus neoplasms', 'Cervix neoplasms', 'Papillomaviruses', 'Penile neoplasms', 'Smoking', 'Vaginal neoplasms', 'Vulval neoplasms']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1655,50,6.951e-5,305.957,,typesafe/jev-1.13-20260917,gen-dec-1789843886-c1N8B8WmdkLvfIK0ozV1,,1d16b25dcca8,2026-09-19T18:51:30+0000
115,S400-116,SCOPUS_ID:85086524875,10.1093/eurpub/ckz155,Training community health nurses to measure parent-child interaction: A mixed-methods study,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.47,FALSE,yes,0.6,0.2,1760,50,7.392e-5,292.36600000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843886-L6OVIY6yGAYducwCeOEB,,1d16b25dcca8,2026-09-19T18:51:30+0000
116,S400-117,SCOPUS_ID:84942772548,10.1097/EDE.0000000000000301,Obesity and Risk of Infection: Results from the Danish Blood Donor Study,Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1810,50,7.602e-5,249.96699999999998,,typesafe/jev-1.13-20260917,gen-dec-1789843886-fGeCIZqU7fNrnMjKKwVG,,1d16b25dcca8,2026-09-19T18:51:30+0000
117,S400-118,SCOPUS_ID:34447123255,10.1093/aje/kwk119,Reproducibility and validity of the Shanghai Men's Health Study physical activity questionnaire,American Journal Of Epidemiology,"['Exercise', 'Questionnaires', 'Reproducibility of results', 'Validation studies']",FALSE,,FALSE,,,,,,,TRUE,0.02,FALSE,no,0,1,1758,50,7.3836e-5,282.60699999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843886-PPWCoAzbWS43kNSxMcyM,,1d16b25dcca8,2026-09-19T18:51:30+0000
118,S400-119,SCOPUS_ID:50849090269,10.1016/j.amepre.2008.06.039,We Are What We Do. Research Outputs of Public Health,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.08,FALSE,no,0,0.99,1931,50,8.1102e-5,272.463,,typesafe/jev-1.13-20260917,gen-dec-1789843886-MWr4fGjjUOXw2InMmZPb,,1d16b25dcca8,2026-09-19T18:51:30+0000
119,S400-120,SCOPUS_ID:78650915630,10.1136/jech.2009.097592,The influence of social capital on health in eight former Soviet countries: Why does it differ?,Journal Of Epidemiology And Community Health,[],TRUE,,TRUE,,,,,,,TRUE,0.91,TRUE,yes,0.99,0.99,1626,50,6.8292e-5,240.33599999999998,,typesafe/jev-1.13-20260917,gen-dec-1789843886-3QPYNxED4rrUWJ41GKm5,,1d16b25dcca8,2026-09-19T18:51:30+0000
120,S400-121,SCOPUS_ID:85066855164,10.1093/eurpub/cky240,Gender differences in common mental disorders: A comparison of social risk factors across four European welfare regimes,European Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1657,50,6.9594e-5,250.94499999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843886-6SMiI6IMnM709XAg2dAF,,1d16b25dcca8,2026-09-19T18:51:30+0000
121,S400-122,SCOPUS_ID:12344250773,10.1093/ije/dyh215,Household water source and the risk of childhood brain tumours: Results of the SEARCH International Brain Tumor Study,International Journal Of Epidemiology,"['Childhood brain tumours', 'Drinking water', 'Environmental exposures', 'Nitrates', 'Nitrites']",TRUE,marginal,FALSE,closer observation only?,!!!,,,FALSE,,TRUE,0.42,FALSE,no,0.38,0.23,1739,50,7.3038e-5,322.741,,typesafe/jev-1.13-20260917,gen-dec-1789843886-N0HmWsVPpMljgRxnVAh6,,1d16b25dcca8,2026-09-19T18:51:30+0000
122,S400-123,SCOPUS_ID:85068683010,10.2105/AJPH.2019.305150,Potential impact of 2020 US decennial census data collection on disaster preparedness and population mental health,American Journal Of Public Health,[],TRUE,non-emperical,TRUE,,,,,,,TRUE,0.46,FALSE,no,0.43,0.14,1540,50,6.468e-5,261.065,,typesafe/jev-1.13-20260917,gen-dec-1789843886-UWMUzVaZrAnWwXsO4ojM,,1d16b25dcca8,2026-09-19T18:51:30+0000
123,S400-124,SCOPUS_ID:85107081723,10.1093/ije/dyaa220,Categories and health impacts of intimate partner violence in the World Health Organization multi-country study on women’s health and domestic violence,International Journal Of Epidemiology,"['combined abuse/ violence', 'emotional abuse/ violence', 'health', 'Intimate partner violence (IPV)', 'measurement', 'physical abuse/ violence', 'psychological abuse/ violence', 'sexual abuse/ violence']",TRUE,,TRUE,,,,,,,TRUE,0.75,TRUE,yes,0.87,0.73,1768,50,7.4256e-5,252.662,,typesafe/jev-1.13-20260917,gen-dec-1789843886-OXYe9w0DlnHRjcZFmthH,,1d16b25dcca8,2026-09-19T18:51:30+0000
124,S400-125,SCOPUS_ID:84884940749,10.1093/aje/kwt093,Increased asthma risk and asthma-related health care complications associated with childhood obesity,American Journal Of Epidemiology,"['asthma', 'body mass index', 'cohort studies', 'obesity', 'overweight', 'severe asthma']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1753,50,7.3626e-5,282.74399999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843886-4LEzXowFJc4BTObrvO0E,,1d16b25dcca8,2026-09-19T18:51:30+0000
125,S400-126,SCOPUS_ID:7244228050,10.1007/s10654-004-5760-z,Serum carotenoids and vitamins in relation to markers of endothelial,European Journal Of Epidemiology,"['Carotenoids', 'Endothelial function', 'Humans', 'Inflammation', 'Vitamins']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1852,50,7.7784e-5,303.772,,typesafe/jev-1.13-20260917,gen-dec-1789843886-KUWf1SKQprYoJuM3S80U,,1d16b25dcca8,2026-09-19T18:51:30+0000
126,S400-127,SCOPUS_ID:27144491868,10.1093/ije/dyi069,Covariance components models for longitudinal family data,International Journal Of Epidemiology,"['Bayesian', 'Family studies', 'Genetic epidemiology', 'Gibbs sampling', 'Longitudinal', 'MCMC']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1691,50,7.1022e-5,297.383,,typesafe/jev-1.13-20260917,gen-dec-1789843886-X2mBMTL1PC1BChSzQwbv,,1d16b25dcca8,2026-09-19T18:51:30+0000
127,S400-128,SCOPUS_ID:85092529671,10.2105/AJPH.2020.305827,HPV vaccine searches on pinterest: Before and after pinterest's actions to moderate content,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.09,FALSE,no,0.01,0.99,1586,50,6.6612e-5,275.307,,typesafe/jev-1.13-20260917,gen-dec-1789843886-VD8wbaUMc5jYr76p406z,,1d16b25dcca8,2026-09-19T18:51:30+0000
128,S400-129,SCOPUS_ID:0027338509,10.1093/ije/22.5.917,A community-based randomized trial of home-made oral rehydration therapies,International Journal Of Epidemiology,[],FALSE,borderline,FALSE,,,,,,,TRUE,0.12,FALSE,no,0.02,0.95,1691,50,7.1022e-5,271.48,,typesafe/jev-1.13-20260917,gen-dec-1789843886-jZime4q6HvUpIcTxUNlv,,1d16b25dcca8,2026-09-19T18:51:30+0000
129,S400-130,SCOPUS_ID:84900298398,10.1093/aje/kwu029,"Age, period, and cohort effects in psychological distress in the United States and Canada",American Journal Of Epidemiology,"['age-period-cohort effects', 'anxiety', 'Canada', 'Canadian Community Health Surveys', 'depression', 'National Health Interview Surveys', 'psychological distress', 'United States']",FALSE,,FALSE,,,,,,,TRUE,0.09,FALSE,no,0.02,0.96,1796,50,7.5432e-5,244.428,,typesafe/jev-1.13-20260917,gen-dec-1789843887-cytMd1KIQObD9BQcy6WP,,1d16b25dcca8,2026-09-19T18:51:30+0000
130,S400-131,SCOPUS_ID:0034804759,10.1093/eurpub/11.3.257,Aids and contraception: Unanticipated effects of AIDS prevention campaigns,European Journal Of Public Health,"['AIDS', 'Contraception', 'Prevention campaigns']",FALSE,,FALSE,,,,,,,TRUE,0.18,FALSE,no,0.09,0.81,1510,50,6.342e-5,281.285,,typesafe/jev-1.13-20260917,gen-dec-1789843887-bufWHQOmVbjsWtXFS0qe,,1d16b25dcca8,2026-09-19T18:51:30+0000
131,S400-132,SCOPUS_ID:42049099245,10.1093/aje/kwm394,Associations of the local food environment with diet quality - A comparison of assessments based on surveys and geographic information systems,American Journal Of Epidemiology,"['Diet', 'Food', 'Residence characteristics', 'Social class']",TRUE,,TRUE,,,,,,,TRUE,0.74,TRUE,yes,0.93,0.86,1738,50,7.2996e-5,334.112,,typesafe/jev-1.13-20260917,gen-dec-1789843887-J3uMlOSGwA6zC7MQNFLN,,1d16b25dcca8,2026-09-19T18:51:30+0000
132,S400-133,SCOPUS_ID:84905645636,10.1093/ije/dyu091,Weight status in young adulthood and survival after cardiovascular diseases and cancer,International Journal Of Epidemiology,"['Cancer', 'Cardiovascular diseases', 'Fatality', 'Mortality', 'Overweight']",TRUE,,FALSE,"I was not sure for this one, they mainly say important public health issue?",!!!,,,TRUE,"I agree, let's put TRUE",TRUE,0.85,TRUE,yes,0.96,0.92,1894,50,7.9548e-5,319.375,,typesafe/jev-1.13-20260917,gen-dec-1789843887-hws8FjrbTo3M4yhZOFSd,,1d16b25dcca8,2026-09-19T18:51:30+0000
133,S400-134,SCOPUS_ID:23844439274,10.1136/jech.2004.031674,Oil combustion and childhood cancers,Journal Of Epidemiology And Community Health,[],FALSE,,FALSE,,,,,,,TRUE,0.06,FALSE,no,0,1,1761,50,7.3962e-5,263.56800000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843887-pqcnclmupLBMxLYooV5C,,1d16b25dcca8,2026-09-19T18:51:30+0000
134,S400-135,SCOPUS_ID:0028596030,10.1093/ije/23.6.1262,Pattern of drug use in a general population—prevalence and predicting factors: The tromsø study,International Journal Of Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1845,50,7.749e-5,291.15999999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843887-YZRvLydYQedBmU7rRUZ2,,1d16b25dcca8,2026-09-19T18:51:30+0000
135,S400-136,SCOPUS_ID:0000517489,10.1093/eurpub/5.3.215,Dilemmas in sickness certification among Swedish physicians,European Journal Of Public Health,"['Critical incident technique', 'Physicians', 'Sickness certification', 'Sickness insurance system']",TRUE,,TRUE,,,,,,,TRUE,0.93,TRUE,yes,1,0.99,1642,50,6.8964e-5,265.43,,typesafe/jev-1.13-20260917,gen-dec-1789843887-zYcy5AK9wtNlitIuqASk,,1d16b25dcca8,2026-09-19T18:51:30+0000
136,S400-137,SCOPUS_ID:84941347345,10.2105/AJPH.2015.302751,Public support for family smoking prevention and tobacco control act point-of-sale provisions: Results of a national study,American Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.97,TRUE,yes,1,1,1599,50,6.7158e-5,274.169,,typesafe/jev-1.13-20260917,gen-dec-1789843887-V6yaM25S8V90IJaMDIRi,,1d16b25dcca8,2026-09-19T18:51:30+0000
137,S400-138,SCOPUS_ID:78650896445,10.2105/AJPH.2009.184895,Health care capacity and allocations among South Africa's provinces: Infrastructure-inequality traps after the end of apartheid,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.22,FALSE,no,0.09,0.83,1668,50,7.0056e-5,312.471,,typesafe/jev-1.13-20260917,gen-dec-1789843887-tS2edXc6gZ5lRMABKeBg,,1d16b25dcca8,2026-09-19T18:51:30+0000
138,S400-139,SCOPUS_ID:84939491186,10.1093/eurpub/cku158,Information preferences of the general population when faced with life-limiting illness,European Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.78,TRUE,yes,0.93,0.86,1673,50,7.0266e-5,561.608,,typesafe/jev-1.13-20260917,gen-dec-1789843887-vMsLPu5ohpdylxWyUjLs,,1d16b25dcca8,2026-09-19T18:51:30+0000
139,S400-140,SCOPUS_ID:84957435170,10.1097/EDE.0000000000000417,Amyotrophic lateral sclerosis and the military: A population-based study in the danish registries,Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1722,50,7.2324e-5,256.44800000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843887-b5RUk7zgk2BMHyAd1Sl2,,1d16b25dcca8,2026-09-19T18:51:30+0000
140,S400-141,SCOPUS_ID:68849109738,10.2105/AJPH.2007.127886,Changes in cigarette use and nicotine dependence in the United States: Evidence from the 2001-2002 wave of the national epidemiologic survey of alcoholism and related conditions,American Journal Of Public Health,[],TRUE,,TRUE,,,,,,,TRUE,0.8,TRUE,yes,0.93,0.86,1542,50,6.4764e-5,262.014,,typesafe/jev-1.13-20260917,gen-dec-1789843887-ORZM5p0k08uQVGNAFQ59,,1d16b25dcca8,2026-09-19T18:51:30+0000
141,S400-142,SCOPUS_ID:0346725916,10.1136/jech.58.1.71,Neighbourhood deprivation and incidence of coronary heart disease: A multilevel study of 2.6 million women and men in Sweden,Journal Of Epidemiology And Community Health,[],TRUE,,TRUE,,,,,,,TRUE,0.89,TRUE,yes,0.98,0.96,1647,50,6.9174e-5,240.345,,typesafe/jev-1.13-20260917,gen-dec-1789843887-MQUDkmZTzYiAFjNK0Vtr,,1d16b25dcca8,2026-09-19T18:51:30+0000
142,S400-143,SCOPUS_ID:37349111038,10.1097/EDE.0b013e31815be01c,Nested randomized trials in large cohorts and biobanks: Studying the health effects of lifestyle factors,Epidemiology,[],FALSE,,FALSE,,,,,,,TRUE,0.1,FALSE,no,0.02,0.96,1691,50,7.1022e-5,282.11,,typesafe/jev-1.13-20260917,gen-dec-1789843887-2hUlpHNr7pKjUc1pz7CR,,1d16b25dcca8,2026-09-19T18:51:30+0000
143,S400-144,SCOPUS_ID:0037371014,10.2105/AJPH.93.3.447,Disparities in trends of hospitalization for potentially preventable chronic conditions among African Americans during the 1990s: Implications and benchmarks,American Journal Of Public Health,[],FALSE,,FALSE,,,,,,,TRUE,0.11,FALSE,no,0.02,0.95,1527,50,6.4134e-5,235.549,,typesafe/jev-1.13-20260917,gen-dec-1789843887-l7TswzwriOOPNlzwHgGi,,1d16b25dcca8,2026-09-19T18:51:30+0000
144,S400-145,SCOPUS_ID:77149160365,10.1016/j.ypmed.2009.12.008,Telephone intervention promoting weight-related health behaviors,Preventive Medicine,"['Fruit and vegetable consumption', 'Physical activity', 'Telephone intervention', 'Weight management', 'Worksite behavioral medicine']",TRUE,,TRUE,,,,,,,TRUE,0.08,FALSE,no,0.01,0.99,1632,50,6.8544e-5,292.151,,typesafe/jev-1.13-20260917,gen-dec-1789843887-vxNpwrgHWauMR7m7o49B,,1d16b25dcca8,2026-09-19T18:51:30+0000
145,S400-146,SCOPUS_ID:0031695431,10.1016/S0749-3797(98)00056-7,The wisconsin firearm-related injury surveillance system,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.16,FALSE,no,0.06,0.87,1672,50,7.0224e-5,283.43,,typesafe/jev-1.13-20260917,gen-dec-1789843887-XQobG8GTMdHQ5fXW9TGb,,1d16b25dcca8,2026-09-19T18:51:30+0000
146,S400-147,SCOPUS_ID:0031951803,10.1016/S0749-3797(97)00018-4,Work organization and atherosclerosis: Findings from the ARIC study,American Journal Of Preventive Medicine,"['Atherosclerosis', 'Cardiovascular disease', 'Occupational health', 'Socioeconomic factors', 'Stress', 'Stressful events']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1641,50,6.8922e-5,291.143,,typesafe/jev-1.13-20260917,gen-dec-1789843887-hkHwGlG5xp6DoIKf5klQ,,1d16b25dcca8,2026-09-19T18:51:30+0000
147,S400-148,SCOPUS_ID:85008455048,10.1016/j.amepre.2016.10.039,Sexual Orientation and Sleep in the U.S.: A National Profile,American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.94,TRUE,yes,1,0.99,1669,50,7.0098e-5,336.39599999999996,,typesafe/jev-1.13-20260917,gen-dec-1789843887-6cIgpRdCR7lr4hGT4iXE,,1d16b25dcca8,2026-09-19T18:51:30+0000
148,S400-149,SCOPUS_ID:0028268490,10.1093/oxfordjournals.aje.a117048,"Air pollution and hospital admissions for the elderly in Birmingham, Alabama",American Journal Of Epidemiology,"['Air pollutants', 'Hospital admissions', 'Inhalable particles', 'Lung diseases', 'Ozone']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1791,50,7.5222e-5,349.24,,typesafe/jev-1.13-20260917,gen-dec-1789843887-ilQ92qkiYCHTI4RdXvyq,,1d16b25dcca8,2026-09-19T18:51:30+0000
149,S400-150,SCOPUS_ID:78650474664,10.1093/aje/kwq334,Relation of children's dietary reporting accuracy to cognitive ability,American Journal Of Epidemiology,"['bias (epidemiology)', 'child', 'diet surveys', 'intelligence', 'mental recall']",FALSE,,FALSE,,,,,,,TRUE,0.05,FALSE,no,0,0.99,1614,50,6.7788e-5,392.31,,typesafe/jev-1.13-20260917,gen-dec-1789843887-c2Jwpk95H6UXm145x4ov,,1d16b25dcca8,2026-09-19T18:51:30+0000
150,S400-151,SCOPUS_ID:0030999126,10.1006/pmed.1996.9996,Nutrition guidance by primary-care physicians: LISREL analysis improves understanding,Preventive Medicine,"['determinants', 'LISREL', 'mechanism of action', 'nutrition guidance', 'primary-care physician']",FALSE,,FALSE,,,,,,,TRUE,0.89,TRUE,yes,0.99,0.97,1637,50,6.8754e-5,288.614,,typesafe/jev-1.13-20260917,gen-dec-1789843887-EbLiPjR8asS3ESOeg4so,,1d16b25dcca8,2026-09-19T18:51:30+0000
151,S400-152,SCOPUS_ID:84994182287,10.1016/j.amepre.2016.08.027,"Deaths Due to Use of Lethal Force by Law Enforcement: Findings From the National Violent Death Reporting System, 17 U.S. States, 2009–2012",American Journal Of Preventive Medicine,[],TRUE,,TRUE,,,,,,,TRUE,0.86,TRUE,yes,0.96,0.91,1739,50,7.3038e-5,376.923,,typesafe/jev-1.13-20260917,gen-dec-1789843887-VbK9BSaMy5eKGVgZODxc,,1d16b25dcca8,2026-09-19T18:51:30+0000
152,S400-153,SCOPUS_ID:0029994448,10.1097/00001648-199607000-00004,Acetaminophen and renal and bladder cancer,Epidemiology,"['acetaminophen', 'bladder cancer', 'case-control study', 'renal cancer']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1599,50,6.7158e-5,272.95399999999995,,typesafe/jev-1.13-20260917,gen-dec-1789843887-4LZu9VEFQhe9RNfur9JQ,,1d16b25dcca8,2026-09-19T18:51:30+0000
153,S400-154,SCOPUS_ID:85147186589,10.1097/EDE.0000000000001578,Performance of Multiple Imputation Using Modern Machine Learning Methods in Electronic Health Records Data,Epidemiology,"['Chained equations', 'Denoising autoencoders', 'Electronic health records', 'Missing data', 'Multiple imputation', 'Plasmode simulation', 'Random forests']",FALSE,,FALSE,,,,,,,TRUE,0.05,FALSE,no,0,1,1710,50,7.182e-5,357.819,,typesafe/jev-1.13-20260917,gen-dec-1789843887-hwfyA4kbTkq8QFWULMc2,,1d16b25dcca8,2026-09-19T18:51:30+0000
154,S400-155,SCOPUS_ID:8544279601,10.1023/A:1007374810981,"The prevalence of HCV infection in a cohort of pregnant women, the related risk factors and the possibility of vertical transmission",European Journal Of Epidemiology,"['Follow-up studies', 'Hepatitis C virus-RNA', 'Pregnant women', 'Vertical transmission']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1690,50,7.098e-5,283.937,,typesafe/jev-1.13-20260917,gen-dec-1789843887-Ab51tch5q2hX4Tee0LQy,,1d16b25dcca8,2026-09-19T18:51:30+0000
155,S400-156,SCOPUS_ID:85064194436,10.1093/ije/dyy283,Welfare regimes modify the association of disadvantaged adult-life socioeconomic circumstances with self-rated health in old age,International Journal Of Epidemiology,"['Europe', 'healthy aging', 'longitudinal studies', 'multilevel analysis', 'Social conditions', 'social welfare']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1718,50,7.2156e-5,282.962,,typesafe/jev-1.13-20260917,gen-dec-1789843887-SUYKPihJuKNQZLUlLuMZ,,1d16b25dcca8,2026-09-19T18:51:30+0000
156,S400-157,SCOPUS_ID:0034104313,10.1016/S0749-3797(00)00124-0,Smoking cessation with and without assistance: A population-based analysis,American Journal Of Preventive Medicine,[],FALSE,,FALSE,,,,,,,TRUE,0.09,FALSE,no,0.01,0.99,1670,50,7.014e-5,276.217,,typesafe/jev-1.13-20260917,gen-dec-1789843887-j8a4vI9kDF2vDwuKBiUR,,1d16b25dcca8,2026-09-19T18:51:30+0000
157,S400-158,SCOPUS_ID:0025122790,10.1093/oxfordjournals.aje.a115687,Defining osteoarthritis of the hip for epidemiologic studies,American Journal Of Epidemiology,"['Diagnosis', 'Hip', 'Osteoarthritis']",FALSE,,FALSE,,,,,,,TRUE,0.06,FALSE,no,0.01,0.99,1644,50,6.9048e-5,258.52000000000004,,typesafe/jev-1.13-20260917,gen-dec-1789843888-765COftvlw1k2JTmOuqO,,1d16b25dcca8,2026-09-19T18:51:30+0000
158,S400-159,SCOPUS_ID:0037253184,10.1023/A:1022556718939,Relative and absolute gender gap in all-cause mortality in Europe and the contribution of smoking,European Journal Of Epidemiology,"['Ecological', 'Epidemiology', 'Europe', 'Gender differences', 'International', 'Life expectancy', 'Male-female', 'Mortality', 'Smoking']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1773,50,7.4466e-5,319.748,,typesafe/jev-1.13-20260917,gen-dec-1789843888-f3cpcrU8FSIE5N8ufwft,,1d16b25dcca8,2026-09-19T18:51:30+0000
159,S400-160,SCOPUS_ID:85183571500,10.1016/j.ypmed.2024.107858,The importance of a healthy lifestyle despite chronic pain: Prospective cohort with 11-year register follow-up,Preventive Medicine,"['BMI', 'Disability pension', 'Physical activity', 'Risk behavior', 'Smoking']",TRUE,,TRUE,,,,,,,TRUE,0.92,TRUE,yes,0.99,0.99,1685,50,7.077e-5,288.632,,typesafe/jev-1.13-20260917,gen-dec-1789843888-3txLCtSMZlaqIO1pRXVE,,1d16b25dcca8,2026-09-19T18:51:30+0000
160,S400-161,SCOPUS_ID:0036205743,10.1093/eurpub/12.1.16,"Some biological cardiovascular risk factors and diet in samples of the male population of Tallinn, Estonia in 1984/1985 and 1992/1993",European Journal Of Public Health,"['Changes', 'Diet', 'Epidemiological studies', 'Male population', 'Risk factors']",FALSE,,FALSE,,,,,,,TRUE,0.04,FALSE,no,0,1,1727,50,7.2534e-5,333.42,,typesafe/jev-1.13-20260917,gen-dec-1789843888-3n5Z7o06s77QW0Ee3Bar,,1d16b25dcca8,2026-09-19T18:51:30+0000
161,S400-162,SCOPUS_ID:79958816946,10.1093/aje/kwr050,"The gap of visual impairment between economic groups in shahroud, Iran: A blinder-oaxaca decomposition",American Journal Of Epidemiology,"['health status disparities', 'Iran', 'socioeconomic factors', 'visual acuity']",FALSE,,FALSE,,,,,,,TRUE,0.08,FALSE,no,0.01,0.98,1618,50,6.7956e-5,259.10699999999997,,typesafe/jev-1.13-20260917,gen-dec-1789843888-9mJJpLqeXVFmq2y4bLmV,,1d16b25dcca8,2026-09-19T18:51:30+0000
162,S400-163,SCOPUS_ID:34447328699,10.1007/s10654-007-9129-y,Epidemiology of cleft palate alone and cleft palate with accompanying defects,European Journal Of Epidemiology,"['Birth defects', 'Cleft palate', 'Multiple abnormalities', 'Sex distribution']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1645,50,6.909e-5,274.918,,typesafe/jev-1.13-20260917,gen-dec-1789843888-gaG4W2uojf0lQtJrZK8F,,1d16b25dcca8,2026-09-19T18:51:30+0000
163,S400-164,SCOPUS_ID:0026644349,10.1093/oxfordjournals.aje.a116420,Second primary cancers following anal and cervical carcinoma: Evidence of shared etiologic factors,American Journal Of Epidemiology,"['Anus neoplasms', 'Cervix neoplasms', 'Papillomaviruses', 'Registries', 'Smoking']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1721,50,7.2282e-5,272.25500000000005,,typesafe/jev-1.13-20260917,gen-dec-1789843888-lY5p0JKMFpaP8fjypatV,,1d16b25dcca8,2026-09-19T18:51:30+0000
164,S400-165,SCOPUS_ID:85072057658,10.1093/ije/dyz071,"The relationship between sleep duration, cognition and dementia: A Mendelian randomization study",International Journal Of Epidemiology,"['cognition', 'dementia', 'Mendelian randomization', 'Sleep duration']",FALSE,,FALSE,,,,,,,TRUE,0.03,FALSE,no,0,1,1840,50,7.728e-5,367.24,,typesafe/jev-1.13-20260917,gen-dec-1789843888-WIlejn60rzwI5whYsm9w,,1d16b25dcca8,2026-09-19T18:51:30+0000
165,S400-166,SCOPUS_ID:53049110432,10.1016/j.ypmed.2008.07.004,"The Groningen Active Living Model, an example of successful recruitment of sedentary and underactive older adults",Preventive Medicine,"['Older adults', 'Primary prevention', 'Recruitment', 'Sedentary']",TRUE,,TRUE,"I was borderline on this one, I initally thought it was mainly research outreach",,,,,,TRUE,0.15,FALSE,no,0.05,0.89,1578,50,6.6276e-5,255.415,,typesafe/jev-1.13-20260917,gen-dec-1789843888-XEEwIfMAzsh9qGTmoSbW,,1d16b25dcca8,2026-09-19T18:51:30+0000
